uSF1,AK,000,01,0000001,626932,626932,0,0,0,0,626932,626932,592786,434534,21787,98043,25116,3309,9997,34146,31743,2460,16920,4103,647,3113,1064,310,92,393,811,208,503,582,450,87,2175,575,111,17,95,493,84,236,266,106,23,49,6,20,14,18,3,29,14,0,16,199,48,2,24,10,8,1,53,15,3,23,12,0,0,0,0,28,26,1,0,0,1,0,1,1,626932,25852,601080,570626,423788,21073,96505,24741,3181,1338,30454,28393,2261,16332,3939,611,1571,1005,287,85,133,762,180,284,556,341,46,1883,514,104,16,61,451,81,180,235,78,17,49,4,19,13,13,2,28,7,0,11,154,41,0,13,3,2,1,47,15,2,19,11,0,0,0,0,23,21,1,0,0,1,0,1,1,436215,420279,318438,14498,60252,18418,1937,6736,15936,14984,511,8492,1549,273,1917,393,127,27,174,458,96,246,402,275,44,861,230,18,2,31,186,30,129,101,60,9,8,1,8,5,2,1,21,7,0,12,70,21,1,8,3,2,0,13,7,2,11,2,0,0,0,0,21,20,0,0,0,1,0,0,0
uSF1,AK,000,01,0000002,260283,260283,0,0,0,0,260283,260283,244708,188009,15199,18941,14433,2423,5703,15575,14380,1605,6011,2257,342,1595,640,216,73,288,279,104,237,364,309,60,1108,329,82,14,64,174,44,113,140,56,10,20,2,16,9,13,2,12,4,0,4,83,32,0,8,2,8,1,12,5,2,7,6,0,0,0,0,4,3,0,0,0,1,0,0,0,260283,14799,245484,232101,181982,14667,18326,14208,2335,583,13383,12366,1460,5712,2157,320,675,601,204,68,93,263,83,107,344,248,31,950,288,77,13,44,157,42,80,122,49,6,20,1,15,9,8,1,12,2,0,4,65,28,0,6,2,2,1,10,5,1,5,5,0,0,0,0,2,1,0,0,0,1,0,0,0,184412,177372,139523,10065,12516,10192,1361,3715,7040,6581,321,3068,883,148,967,234,73,19,120,140,48,109,244,175,32,422,121,12,2,22,66,19,61,55,32,4,5,0,7,1,1,1,9,1,0,3,35,12,0,4,1,2,0,3,3,1,7,2,0,0,0,0,2,1,0,0,0,1,0,0,0
uSF1,AK,000,01,0000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,AK,000,01,0000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,AK,000,01,0000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,AK,000,01,0000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,AK,000,01,0000007,260283,260283,0,0,0,0,260283,260283,244708,188009,15199,18941,14433,2423,5703,15575,14380,1605,6011,2257,342,1595,640,216,73,288,279,104,237,364,309,60,1108,329,82,14,64,174,44,113,140,56,10,20,2,16,9,13,2,12,4,0,4,83,32,0,8,2,8,1,12,5,2,7,6,0,0,0,0,4,3,0,0,0,1,0,0,0,260283,14799,245484,232101,181982,14667,18326,14208,2335,583,13383,12366,1460,5712,2157,320,675,601,204,68,93,263,83,107,344,248,31,950,288,77,13,44,157,42,80,122,49,6,20,1,15,9,8,1,12,2,0,4,65,28,0,6,2,2,1,10,5,1,5,5,0,0,0,0,2,1,0,0,0,1,0,0,0,184412,177372,139523,10065,12516,10192,1361,3715,7040,6581,321,3068,883,148,967,234,73,19,120,140,48,109,244,175,32,422,121,12,2,22,66,19,61,55,32,4,5,0,7,1,1,1,9,1,0,3,35,12,0,4,1,2,0,3,3,1,7,2,0,0,0,0,2,1,0,0,0,1,0,0,0
uSF1,AK,000,01,0000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,AK,000,01,0000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,AK,000,01,0000010,260283,260283,0,0,0,0,260283,260283,244708,188009,15199,18941,14433,2423,5703,15575,14380,1605,6011,2257,342,1595,640,216,73,288,279,104,237,364,309,60,1108,329,82,14,64,174,44,113,140,56,10,20,2,16,9,13,2,12,4,0,4,83,32,0,8,2,8,1,12,5,2,7,6,0,0,0,0,4,3,0,0,0,1,0,0,0,260283,14799,245484,232101,181982,14667,18326,14208,2335,583,13383,12366,1460,5712,2157,320,675,601,204,68,93,263,83,107,344,248,31,950,288,77,13,44,157,42,80,122,49,6,20,1,15,9,8,1,12,2,0,4,65,28,0,6,2,2,1,10,5,1,5,5,0,0,0,0,2,1,0,0,0,1,0,0,0,184412,177372,139523,10065,12516,10192,1361,3715,7040,6581,321,3068,883,148,967,234,73,19,120,140,48,109,244,175,32,422,121,12,2,22,66,19,61,55,32,4,5,0,7,1,1,1,9,1,0,3,35,12,0,4,1,2,0,3,3,1,7,2,0,0,0,0,2,1,0,0,0,1,0,0,0
