19766,Abbevillecity_..,-85.25130058,31.566367
19771,Adamsvillecity_..,-86.94916658,33.590411
19781,Addisontown_..,-87.1778516,34.200042
19784,Akrontown_..,-87.7409786,32.876425
19787,Alabastercity_..,-86.82382958,33.231162
19801,Albertvillecity_..,-86.21126158,34.265362
19809,AlexanderCitycity_..,-85.93600858,32.933157
19816,AlexandriaCDP_..,-85.88438957,33.766072
19819,Alicevillecity_..,-88.15442758,33.126276
19822,Allgoodtown_..,-86.5164286,33.904216
19826,Altoonatown_..,-86.3206876,34.029259
19831,Andalusiacity_..,-86.47946858,31.309321
19838,Andersontown_..,-87.2703586,34.920029
19841,Annistoncity_..,-85.82666458,33.663003
19859,Arabcity_..,-86.49861358,34.327863
19865,Ardmoretown_..,-86.8432286,34.987052
19868,Argotown_..,-86.5123576,33.70021
19876,Aritontown_..,-85.7187616,31.598204
19879,Arleytown_..,-87.2107686,34.081499
19882,Ashfordcity_..,-85.23528658,31.184032
19885,Ashlandcity_..,-85.83692558,33.272206
19889,Ashvilletown_..,-86.2662746,33.843737
19893,Athenscity_..,-86.96942458,34.789602
19907,Atmorecity_..,-87.49206758,31.023183
19912,Attallacity_..,-86.09841358,34.009818
19918,Auburncity_..,-85.48082358,32.597684
19933,Autaugavilletown_..,-86.6533706,32.43241
19936,Avontown_..,-85.2791566,31.189409
19939,Babbietown_..,-86.3192936,31.30046
19942,Baileytontown_..,-86.6030186,34.267139
19945,Bankstown_..,-85.8402816,31.813464
19948,BayMinettecity_..,-87.77718358,30.883446
19955,BayouLaBatrecity_..,-88.24811758,30.403253
19959,BearCreektown_..,-87.7033746,34.2724
19963,Beatricetown_..,-87.2067736,31.733178
19966,Beavertontown_..,-88.0203746,33.932813
19969,Belktown_..,-87.9309346,33.645856
19972,Bentontown_..,-86.8175516,32.306248
19975,Berrytown_..,-87.6060846,33.657836
19978,Bessemercity_..,-86.95656958,33.391343
20000,Billingsleytown_..,-86.7112476,32.660416
20003,Birminghamcity_..,-86.81274058,33.524755
20104,Blacktown_..,-85.7443656,31.011112
20107,Blountsvilletown_..,-86.5887786,34.081911
20111,BlueMountaintown_..,-85.8375776,33.688619
20116,BlueRidgeCDP_..,-86.19082357,32.486744
20119,BlueSpringstown_..,-85.4959196,31.66433
20122,Boazcity_..,-86.16045758,34.202793
20130,Boligeetown_..,-88.0259686,32.763768
20133,BonAirtown_..,-86.3336506,33.263798
20137,Branchvilletown_..,-86.4368956,33.648029
20142,Brantleytown_..,-86.2566516,31.584365
20146,Brentcity_..,-87.17498258,32.94024
20149,Brewtoncity_..,-87.07116458,31.117706
20155,Bridgeportcity_..,-85.71896658,34.947303
20158,Brightoncity_..,-86.94544258,33.438958
20165,Brillianttown_..,-87.7673726,34.022764
20169,Brooksidetown_..,-86.9130686,33.631867
20173,Brookwoodtown_..,-87.3197466,33.23911
20178,Brundidgecity_..,-85.81811958,31.719218
20181,Butlercity_..,-88.22068458,32.091526
20184,BynumCDP_..,-85.96330857,33.605985
20187,CahabaHeightsCDP_..,-86.73208657,33.459256
20192,Caleracity_..,-86.74996458,33.107572
20200,Camdentown_..,-87.2957436,31.998851
20203,CampHilltown_..,-85.6529026,32.799285
20206,CarbonHillcity_..,-87.52430758,33.89069
20211,Cardifftown_..,-86.9329656,33.645384
20214,Carolinatown_..,-86.5206076,31.231521
20217,Carrolltontown_..,-88.0944526,33.260858
20220,Castleberrytown_..,-87.0250276,31.297899
20223,CedarBlufftown_..,-85.5959996,34.220606
20226,CenterPointCDP_..,-86.68043757,33.639302
20238,Centrecity_..,-85.67474258,34.159181
20242,Centrevillecity_..,-87.13470858,32.95
20246,ChalkvilleCDP_..,-86.64964357,33.667902
20250,Chatomtown_..,-88.2480516,31.461656
20253,Chelseatown_..,-86.6508456,33.329116
20260,Cherokeetown_..,-87.9685496,34.758297
20263,Chickasawcity_..,-88.08371358,30.764987
20272,Childersburgcity_..,-86.35316658,33.275187
20279,Citronellecity_..,-88.24431558,31.092653
20283,Clantoncity_..,-86.62818858,32.83981
20289,ClayCDP_..,-86.62303257,33.700037
20293,Clayhatcheetown_..,-85.7126796,31.237743
20296,Claytontown_..,-85.4490246,31.877504
20299,Clevelandtown_..,-86.5760626,33.992035
20303,Cliotown_..,-85.6067086,31.709922
20306,Coalingcity_..,-87.34585958,33.169442
20309,CoffeeSpringstown_..,-85.9106346,31.166736
20312,Coffeevilletown_..,-88.0891506,31.761262
20315,Cokertown_..,-87.6792216,33.246283
20319,Collinsvilletown_..,-85.8615236,34.265432
20324,Colonytown_..,-86.8994656,33.945011
20327,Columbiatown_..,-85.1121236,31.292283
20330,Columbianacity_..,-86.60936558,33.183545
20334,ConcordCDP_..,-87.03816357,33.469092
20337,Coosadatown_..,-86.3341206,32.504197
20342,Cordovacity_..,-87.18708358,33.760106
20345,Cottonwoodtown_..,-85.3024096,31.053646
20348,CountyLinetown_..,-86.7292876,33.819645
20353,Courtlandtown_..,-87.3108216,34.668457
20356,Cowartstown_..,-85.3062726,31.199575
20361,Creolatown_..,-88.0147606,30.895465
20365,Crossvilletown_..,-85.9908146,34.286752
20368,Cubatown_..,-88.3717766,32.433782
20372,Cullmancity_..,-86.84499658,34.177508
20381,Dadevillecity_..,-85.76428858,32.832059
20386,Dalevillecity_..,-85.71108358,31.302496
20392,Daphnecity_..,-87.88644058,30.631289
20399,DauphinIslandtown_..,-88.1252316,30.256429
20403,Davistontown_..,-85.6391646,33.055251
20406,Daytontown_..,-87.6412476,32.349733
20409,Deatsvilletown_..,-86.3934546,32.593958
20413,Decaturcity_..,-86.98339258,34.580992
20435,Demopoliscity_..,-87.83726558,32.509465
20439,Detroittown_..,-88.1718106,34.025859
20442,DodgeCitytown_..,-86.8827906,34.052144
20446,Doracity_..,-87.08701358,33.729476
20450,Dothancity_..,-85.40725858,31.227225
20476,DoubleSpringstown_..,-87.4043906,34.151642
20479,Douglastown_..,-86.3199676,34.171631
20482,Doziertown_..,-86.3665926,31.495233
20485,Duttontown_..,-85.9155636,34.607639
20488,EastBrewtoncity_..,-87.05317458,31.092408
20491,Eclectictown_..,-86.0385716,32.641285
20494,EdgewaterCDP_..,-86.95652557,33.523106
20497,Edwardsvilletown_..,-85.5105606,33.707182
20501,Elbacity_..,-86.07744258,31.417263
20505,Elbertatown_..,-87.5993526,30.41364
20508,Eldridgetown_..,-87.6211386,33.919774
20511,Elkmonttown_..,-86.9770866,34.930155
20514,Elmoretown_..,-86.3154556,32.542314
20518,Emelletown_..,-88.3143336,32.729882
20522,Enterprisecity_..,-85.84448458,31.327476
20534,Epestown_..,-88.1241826,32.690497
20537,Ethelsvilletown_..,-88.2155166,33.413563
20540,Eufaulacity_..,-85.15377458,31.88937
20548,Eunolatown_..,-85.8454156,31.038766
20551,Eutawcity_..,-87.88903758,32.84068
20554,Evatown_..,-86.7477226,34.325209
20557,Evergreencity_..,-86.95490558,31.435025
20562,Exceltown_..,-87.3405876,31.427308
20565,Fairfieldcity_..,-86.91684258,33.476908
20573,Fairhopecity_..,-87.89568758,30.526394
20581,Fairviewtown_..,-86.6877616,34.248717
20584,Falkvilletown_..,-86.9083816,34.371919
20588,Faunsdaletown_..,-87.5932516,32.459221
20591,Fayettecity_..,-87.83235858,33.692068
20595,FivePointstown_..,-85.3512086,33.017189
20598,Flomatontown_..,-87.2557466,31.008921
20601,Floralacity_..,-86.32495758,31.007712
20604,Florencecity_..,-87.66286058,34.820287
20619,Foleycity_..,-87.68150958,30.405594
20625,ForestdaleCDP_..,-86.90293757,33.574305
20633,Forklandtown_..,-87.8672366,32.647702
20636,FortDeposittown_..,-86.5712496,31.987872
20639,FortPaynecity_..,-85.70664858,34.453829
20647,FortRuckerCDP_..,-85.70799557,31.343654
20651,Franklintown_..,-85.8028846,32.455388
20654,FriscoCitytown_..,-87.4021206,31.433769
20657,Fruithurstcity_..,-85.43175958,33.731103
20660,Fultontown_..,-87.7329296,31.790456
20663,Fultondalecity_..,-86.80129358,33.615202
20671,Fyffetown_..,-85.9065906,34.446899
20674,Gadsdencity_..,-86.01035658,34.010147
20699,Gainesvilletown_..,-88.1580266,32.817317
20702,Gantttown_..,-86.4835776,31.407503
20705,GanttsQuarrytown_..,-86.2955396,33.15257
20709,GardenCitytown_..,-86.7481596,34.009211
20715,Gardendalecity_..,-86.81164858,33.660492
20723,Gaylesvilletown_..,-85.5582446,34.267994
20726,Geigertown_..,-88.3060616,32.868543
20729,Genevacity_..,-85.87667758,31.038181
20734,Georgianatown_..,-86.7394426,31.640087
20738,Geraldinetown_..,-86.0040026,34.353654
20742,Gilbertowntown_..,-88.3209076,31.876676
20745,GlenAllentown_..,-87.7303886,33.89947
20751,Glencoecity_..,-85.93586858,33.953148
20761,Glenwoodtown_..,-86.1749626,31.667771
20764,Goldvilletown_..,-85.7843916,33.083617
20767,GoodHopetown_..,-86.8671646,34.108777
20774,Goodwatercity_..,-86.05304358,33.059988
20777,Gordotown_..,-87.9037296,33.321461
20780,Gordontown_..,-85.0961146,31.143171
20783,Gordonvilletown_..,-86.7143386,32.152335
20787,Goshentown_..,-86.1258616,31.719715
20791,GrandBayCDP_..,-88.34183657,30.474055
20794,Granttown_..,-86.2553786,34.502899
20798,GraysonValleyCDP_..,-86.63651357,33.648728
20802,Graysvillecity_..,-86.96225558,33.626955
20808,Greensborocity_..,-87.59621658,32.70234
20811,Greenvillecity_..,-86.62756758,31.831273
20819,Grimestown_..,-85.4510426,31.30227
20822,GroveHilltown_..,-87.7742746,31.706137
20825,Guincity_..,-87.91671158,33.973135
20828,GulfShorescity_..,-87.70146858,30.267797
20832,Guntersvillecity_..,-86.29452358,34.348197
20839,Gurleytown_..,-86.3764696,34.700164
20843,Gu-Wintown_..,-87.8719216,33.949505
20848,Hackleburgtown_..,-87.8308266,34.27146
20851,Haleburgtown_..,-85.1360356,31.40896
20854,Haleyvillecity_..,-87.61897858,34.230131
20860,Hamiltoncity_..,-87.98898058,34.135305
20865,Hammondvilletown_..,-85.6383056,34.569414
20869,Hancevillecity_..,-86.76090858,34.063463
20872,Harpersvilletown_..,-86.4261216,33.325848
20875,Hartfordcity_..,-85.69454458,31.103664
20878,Hartsellecity_..,-86.94038558,34.440383
20886,HarvestCDP_..,-86.74804757,34.852827
20890,Haydentown_..,-86.7569836,33.893399
20893,Haynevilletown_..,-86.5804686,32.182365
20896,HazelGreenCDP_..,-86.56720657,34.923712
20899,Headlandcity_..,-85.33979358,31.35341
20903,Heathtown_..,-86.4701936,31.358154
20906,Heflincity_..,-85.58270158,33.643754
20910,Helenacity_..,-86.85606058,33.279715
20920,Henagartown_..,-85.7429216,34.6337
20925,HighlandLaketown_..,-86.4221516,33.884271
20928,Hillsborotown_..,-87.1882876,34.638029
20931,HobsonCitytown_..,-85.8434256,33.618497
20934,Hodgestown_..,-87.9273946,34.330242
20937,HokesBluffcity_..,-85.86511858,33.993449
20941,HollyPondtown_..,-86.6170046,34.174657
20944,Hollywoodtown_..,-85.9656896,34.71696
20948,HoltCDP_..,-87.48630357,33.230467
20954,Homewoodcity_..,-86.80814658,33.468306
20969,Hoovercity_..,-86.80493858,33.386435
20999,HornHilltown_..,-86.3191726,31.240456
21004,Hueytowncity_..,-86.99757958,33.437709
21013,HuguleyCDP_..,-85.23313957,32.838003
21018,Huntsvillecity_..,-86.59629658,34.712341
21084,Hurtsborotown_..,-85.4153776,32.240102
21087,Hytoptown_..,-86.0866346,34.904816
21092,Idertown_..,-85.6739836,34.703941
21095,IndianSpringsVilla_..,-86.7411766,33.368021
21102,Irondalecity_..,-86.68681658,33.531939
21112,Jacksoncity_..,-87.89111358,31.521685
21116,Jacksons'Gaptown_..,-85.8185826,32.88167
21120,Jacksonvillecity_..,-85.76046758,33.815766
21127,Jaspercity_..,-87.27717458,33.842347
21137,Jemisontown_..,-86.7435676,32.958831
21141,Kansastown_..,-87.5567166,33.903168
21144,Kennedytown_..,-87.9838306,33.580683
21147,Killentown_..,-87.5293746,34.861586
21150,Kimberlytown_..,-86.7952806,33.771163
21154,Kinseytown_..,-85.3454876,31.291688
21158,Kinstontown_..,-86.1707826,31.220503
21161,LadoniaCDP_..,-85.08904657,32.465666
21164,LaFayettecity_..,-85.40078458,32.898572
21167,LakePurdyCDP_..,-86.69302857,33.428571
21170,Lakeviewtown_..,-85.9732446,34.392298
21174,LakeViewtown_..,-87.1386676,33.279933
21177,Lanettcity_..,-85.19968458,32.863424
21184,Langstontown_..,-86.0821696,34.534817
21187,Leedscity_..,-86.55738858,33.545592
21198,Leesburgtown_..,-85.7689866,34.182624
21201,Leightontown_..,-87.5306996,34.699642
21204,Lestertown_..,-87.1479096,34.984304
21207,LevelPlainstown_..,-85.7673076,31.313659
21210,Lexingtontown_..,-87.3728926,34.966115
