place,lat,lon,population,foreign,native,hh_income,pct_english,pct_asian_lang,pct_spanish,pct_euro,pct_asian,pct_white,pct_black,pct_other,pct_hispanic,pct_full_time,pct_no_work,pct_part_time,pct_urban,less_than_hs,less_bachelors,doctorate
Dovercity_MN,43.973,-92.1378,438.0,0.058,0.942,41250.0,0.8462,0.0296,0.1124,0.0118,0.0,0.9772,0.0,0.0,0.0251,0.8795,0.0843,0.0633,0.0,missing,missing,missing
DownersGrovevillag_IL,41.7907,-88.0149,48724.0,0.0977,0.9023,65539.0,0.8424,0.0283,0.0379,0.0871,0.0571,0.9015,0.0192,0.0044,0.0359,0.8628,0.0862,0.0771,0.0,0.0514,0.4068,0.0151
Downsvillage_IL,40.3972,-88.8798,776.0,0.0092,0.9908,53750.0,0.9493,0.0,0.0254,0.0254,0.0013,0.9781,0.009,0.0,0.009,0.9137,0.0468,0.0737,0.0,missing,missing,missing
Dowscity_IA,42.6569,-93.5022,675.0,0.0449,0.9551,26141.0,0.9164,0.0035,0.0662,0.0139,0.0089,0.923,0.0,0.0,0.0919,0.8546,0.1152,0.0461,0.0,0.183,0.6645,0.0
Doylestownvillage_OH,40.9703,-81.6943,2799.0,0.0015,0.9985,47969.0,0.9305,0.0036,0.0262,0.0343,0.0011,0.9889,0.0014,0.0054,0.0061,0.8557,0.0999,0.0467,0.0,missing,missing,missing
Doylestownvillage_WI,43.4278,-89.1491,328.0,0.0584,0.9416,missing,0.8796,0.0,0.0648,0.0185,0.0,0.9909,0.0061,0.037,0.0427,0.8884,0.0759,0.0714,0.0,missing,missing,missing
Doziertown_AL,31.4952,-86.3666,391.0,0.0055,0.9945,13750.0,0.9524,0.0,0.0476,0.0,0.0,0.5703,0.3964,0.0,0.0128,0.8099,0.1761,0.088,0.0,missing,missing,missing
Drapertown_SD,43.9251,-100.5401,92.0,0.0,1.0,26000.0,0.9318,0.0,0.0,0.0682,0.0,1.0,0.0,0.0,0.0,0.8312,0.026,0.1688,0.0,missing,missing,missing
Dresdencity_KS,39.6222,-100.4214,51.0,0.0238,0.9762,missing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6905,0.2143,0.0952,0.0,missing,missing,missing
DrexelCDP_OH,39.7404,-84.2899,2057.0,0.0019,0.9981,20785.0,0.9472,0.0049,0.0442,0.0037,0.0015,0.6169,0.3505,0.0,0.0068,0.7461,0.2424,0.0298,0.0,missing,missing,missing
DrexelHillCDP_PA,39.95,-75.3018,29364.0,0.0736,0.9264,48765.0,0.8631,0.0325,0.0192,0.0808,0.0385,0.9305,0.0198,0.0044,0.0097,0.8638,0.0944,0.0652,0.0,0.0647,0.4887,0.015
DrippingSpringsCDP_OK,36.1759,-94.6831,41.0,0.0,1.0,14375.0,1.0,0.0,0.0,0.0,0.0,0.3415,0.0,0.0,0.0244,0.7826,0.2174,0.0,0.0,missing,missing,missing
Drummondtown_OK,36.301,-98.0357,405.0,0.0,1.0,missing,0.8481,0.0,0.0949,0.057,0.0025,0.916,0.0148,0.0,0.037,0.8669,0.1053,0.0681,0.0,missing,missing,missing
Dublincity_OH,40.1093,-83.1402,31392.0,0.0911,0.9089,91162.0,0.859,0.0629,0.0203,0.0556,0.0736,0.8966,0.0173,0.0022,0.0101,0.9109,0.0523,0.0651,0.0,0.0186,0.2738,0.0212
Dublintown_IN,39.8118,-85.2062,697.0,0.0,1.0,missing,0.9781,0.0,0.0219,0.0,0.0014,0.9928,0.0,0.0,0.0057,0.8367,0.1579,0.0236,0.0,missing,missing,missing
Duluthcity_GA,34.0031,-84.1455,22122.0,0.2024,0.7976,60088.0,0.7543,0.079,0.0782,0.0771,0.1289,0.6865,0.1186,0.0114,0.0905,0.9231,0.0512,0.0498,0.0,0.053,0.3926,0.0106
Dumascity_AR,33.8866,-91.4885,5238.0,0.0393,0.9607,25754.0,0.9192,0.0066,0.0569,0.0173,0.005,0.3662,0.6002,0.0,0.0319,0.8329,0.1383,0.0426,0.0,0.309,0.4802,0.0
DumbartonCDP_VA,37.6093,-77.506,6674.0,0.0909,0.9091,33300.0,0.8846,0.0403,0.0362,0.0267,0.0563,0.6041,0.2893,0.0122,0.0409,0.8611,0.0979,0.0767,0.0,0.1331,0.5388,0.008
Duncantown_SC,34.935,-82.1348,2870.0,0.0293,0.9707,27974.0,0.9309,0.0,0.0516,0.0175,0.0066,0.6568,0.3084,0.0,0.0341,0.8711,0.103,0.0576,0.0,0.2458,0.5627,0.0044
Duncanvillage_NE,41.39,-97.4952,359.0,0.014,0.986,36932.0,0.8561,0.0,0.0216,0.1223,0.0028,0.9582,0.0,0.0,0.0223,0.9163,0.0532,0.0418,0.0,missing,missing,missing
Duncombecity_IA,42.4699,-93.9928,474.0,0.0166,0.9834,34750.0,0.9433,0.0155,0.0309,0.0103,0.0021,0.9831,0.0,0.0,0.0063,0.8895,0.0698,0.0581,0.0,missing,missing,missing
Dundascity_MN,44.4289,-93.2028,547.0,0.0057,0.9943,51429.0,0.9762,0.0,0.0238,0.0,0.0,0.9726,0.0128,0.0,0.0238,0.8756,0.0957,0.0526,0.0,missing,missing,missing
Dundeevillage_MI,41.9577,-83.6586,3522.0,0.0026,0.9974,missing,0.9652,0.0,0.0282,0.0067,0.004,0.9691,0.0065,0.0,0.0119,0.8736,0.0985,0.0599,0.0,0.1326,0.6037,0.0
Dunfermlinevillage_IL,40.4918,-90.0313,262.0,0.0,1.0,missing,0.9717,0.0,0.0,0.0283,0.0,0.9504,0.0,0.0,0.0,0.8413,0.1346,0.0433,0.0,missing,missing,missing
Dunlapcity_KS,38.5758,-96.3661,81.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.9506,0.0,0.0,0.0123,0.8,0.1455,0.0909,0.0,missing,missing,missing
DunnLoringCDP_VA,38.892,-77.2312,7861.0,0.2905,0.7095,missing,0.676,0.1211,0.0785,0.0898,0.1524,0.7414,0.03,0.0347,0.0987,0.8658,0.0973,0.0619,0.0,0.0686,0.3063,0.0483
Dunnellcity_MN,43.5604,-94.7739,197.0,0.0,1.0,38333.0,0.9286,0.0,0.0357,0.0357,0.0,0.9898,0.0,0.0,0.0,0.8059,0.1235,0.1,0.0,missing,missing,missing
Dunnelloncity_FL,29.05,-82.4555,1898.0,0.0391,0.9609,27386.0,0.9267,0.0,0.0244,0.0436,0.0053,0.8572,0.1185,0.0053,0.0179,0.7598,0.2029,0.0566,0.0,missing,missing,missing
Durandcity_MI,42.9139,-83.9853,3933.0,0.0089,0.9911,36563.0,0.9422,0.0,0.0166,0.0365,0.0008,0.9695,0.0008,0.0046,0.0178,0.8223,0.1223,0.0822,0.0,missing,missing,missing
Durantcity_OK,33.9998,-96.3848,13549.0,0.0232,0.9768,25328.0,0.9435,0.0067,0.0308,0.0116,0.009,0.7899,0.0154,0.0074,0.0356,0.8062,0.1355,0.0988,0.0,0.2259,0.4688,0.0196
DurhamCDP_CA,39.6401,-121.7978,5220.0,0.0481,0.9519,53306.0,0.8595,0.0041,0.1052,0.0254,0.0061,0.9218,0.0013,0.0057,0.0898,0.8433,0.1036,0.0897,0.0,0.0842,0.4501,0.0038
DurhamCDP_CT,41.4727,-72.6815,2773.0,0.0279,0.9721,66505.0,0.919,0.0038,0.0172,0.0601,0.0087,0.9791,0.0047,0.0,0.0101,0.8339,0.1059,0.0863,0.0,0.0694,0.446,0.0183
DurhamCDP_NH,43.1388,-70.9254,9024.0,0.0619,0.9381,missing,0.8606,0.0318,0.0197,0.0833,0.0396,0.9327,0.0083,0.0046,0.0131,0.7723,0.0672,0.2927,0.0,0.0188,0.2048,0.1503
Duttontown_AL,34.6076,-85.9156,310.0,0.0058,0.9942,missing,0.912,0.0,0.048,0.04,0.0,0.971,0.0,0.0,0.0065,0.8008,0.125,0.1211,0.0,missing,missing,missing
Eagancity_MN,44.8138,-93.1691,63557.0,0.0766,0.9234,67388.0,0.8733,0.036,0.0309,0.051,0.0531,0.8803,0.0341,0.0087,0.0224,0.9038,0.0463,0.0759,0.0,0.0284,0.3919,0.0129
EagleMountainCDP_TX,32.8875,-97.4507,6599.0,0.0288,0.9712,76100.0,0.9027,0.0035,0.0606,0.0297,0.0071,0.9467,0.0092,0.0035,0.0399,0.8482,0.0943,0.0868,0.0,missing,missing,missing
EaglePointcity_OR,42.4679,-122.8016,4797.0,0.0062,0.9938,37557.0,0.9197,0.0,0.059,0.0089,0.004,0.9316,0.0038,0.0124,0.0352,0.8388,0.095,0.1107,0.0,missing,missing,missing
EagleRivercity_WI,45.9199,-89.2502,1443.0,0.0227,0.9773,23611.0,0.9448,0.0,0.0195,0.0357,0.0,0.9598,0.0139,0.0,0.0083,0.7936,0.1575,0.0741,0.0,0.1554,0.6644,0.001
Eaglevillage_NE,40.8161,-96.4312,1105.0,0.008,0.992,45750.0,0.928,0.0174,0.0447,0.0099,0.0,0.9837,0.0,0.0,0.0145,0.8893,0.0572,0.0622,0.0,missing,missing,missing
EaglevilleCDP_PA,40.1566,-75.4086,4458.0,0.0587,0.9413,56500.0,0.9072,0.0232,0.0,0.0519,0.033,0.662,0.2696,0.0176,0.0413,0.8361,0.1051,0.0792,0.0,missing,missing,missing
Eaglevilletown_MO,40.4692,-93.9874,321.0,0.0034,0.9966,missing,0.9708,0.0,0.0292,0.0,0.0,0.9782,0.0,0.0,0.0125,0.8099,0.1157,0.0992,0.0,missing,missing,missing
EarlParktown_IN,40.6844,-87.4159,485.0,0.0,1.0,32981.0,0.9627,0.0,0.0373,0.0,0.0,0.9897,0.0021,0.0,0.0103,0.8949,0.0852,0.0426,0.0,missing,missing,missing
Earlecity_AR,35.2704,-90.4648,3036.0,0.0,1.0,20344.0,0.9433,0.0,0.053,0.0037,0.0043,0.2345,0.7523,0.0,0.0053,0.795,0.1567,0.0664,0.0,0.3452,0.4486,0.0
Earltoncity_KS,37.5874,-95.4695,80.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.6349,0.3651,0.0,0.0,missing,missing,missing
Earlvillecity_IL,41.5886,-88.9224,1778.0,0.0076,0.9924,39286.0,0.9435,0.0,0.0283,0.0283,0.0011,0.9764,0.0006,0.0,0.0202,0.8413,0.1178,0.0668,0.0,0.1394,0.6651,0.0
Earthcity_TX,34.2346,-102.4052,1109.0,0.0658,0.9342,25595.0,0.5102,0.0,0.4898,0.0,0.0,0.7313,0.0289,0.0,0.5293,0.8307,0.1389,0.0694,0.0,missing,missing,missing
EastBrainerdCDP_TN,35.014,-85.1088,14132.0,0.0304,0.9696,missing,0.9166,0.0194,0.0384,0.0203,0.0226,0.8838,0.0779,0.0053,0.0137,0.8764,0.061,0.095,0.0,0.0503,0.4546,0.0136
EastBrooklynCDP_CT,41.7955,-71.8983,1473.0,0.0431,0.9569,25813.0,0.8989,0.0092,0.0092,0.0827,0.0075,0.943,0.0204,0.0,0.0183,0.7955,0.1451,0.0971,0.0,missing,missing,missing
EastBrunswickCDP_NJ,40.4342,-74.405,46756.0,0.2349,0.7651,75956.0,0.686,0.1004,0.0444,0.1266,0.1627,0.7756,0.0283,0.0426,0.0419,0.8703,0.0843,0.0705,0.0,0.0549,0.3876,0.024
EastChicagocity_IN,41.6389,-87.4621,32414.0,0.1475,0.8525,26538.0,0.5215,0.0,0.4248,0.0467,0.002,0.3654,0.3608,0.007,0.5161,0.7867,0.1781,0.0693,0.0,0.3422,0.4985,0.0023
EastClevelandCDP_TN,35.154,-84.8569,1729.0,0.0,1.0,22610.0,0.9879,0.0,0.0121,0.0,0.0006,0.9208,0.0526,0.0,0.0127,0.7968,0.1736,0.0493,0.0,missing,missing,missing
EastDouglasCDP_MA,42.0753,-71.7136,2319.0,0.0264,0.9736,55208.0,0.9348,0.0,0.0202,0.0449,0.0043,0.9759,0.0043,0.0,0.0086,0.8998,0.0666,0.0655,0.0,missing,missing,missing
EastDubuquecity_IL,42.4911,-90.6412,1995.0,0.0042,0.9958,35099.0,0.9586,0.0,0.0345,0.0069,0.002,0.991,0.0015,0.0,0.0105,0.8309,0.1053,0.0798,0.0,0.1831,0.6684,0.0
EastDunbarCDP_FL,26.6334,-81.8432,1935.0,0.0113,0.9887,22941.0,0.9042,0.013,0.0714,0.0114,0.0005,0.0367,0.9199,0.0,0.0408,0.7641,0.1515,0.1248,0.0,0.3835,0.444,0.0
EastFarmingdaleCDP_NY,40.7251,-73.4262,5400.0,0.1983,0.8017,68125.0,0.7175,0.0181,0.1273,0.1249,0.0409,0.7333,0.1483,0.0123,0.1272,0.8217,0.1116,0.0998,0.0,missing,missing,missing
EastGillespievilla_IL,39.1373,-89.8147,234.0,0.0088,0.9912,missing,0.9333,0.0,0.0444,0.0,0.0,0.9872,0.0043,0.0222,0.0043,0.7606,0.2181,0.0319,0.0,missing,missing,missing
EastHamptonNorthC_NY,40.9711,-72.1888,3587.0,0.2203,0.7797,missing,0.8736,0.0072,0.0931,0.026,0.0162,0.8246,0.0739,0.0,0.1662,0.8475,0.1201,0.057,0.0,missing,missing,missing
EastHodgevillage_LA,32.277,-92.715,366.0,0.0054,0.9946,11786.0,0.9714,0.0,0.0,0.0286,0.0,0.0464,0.9508,0.0,0.0,0.7806,0.211,0.0506,0.0,missing,missing,missing
EastLaMiradaCDP_CA,33.9244,-117.989,9538.0,0.1221,0.8779,51440.0,0.6803,0.0312,0.252,0.0303,0.0365,0.7529,0.0179,0.0063,0.3816,0.8402,0.1114,0.0665,0.0,0.1045,0.5868,0.0015
EastMillinocketCDP_ME,45.6279,-68.573,1701.0,0.0317,0.9683,31767.0,0.912,0.0,0.0149,0.0731,0.0024,0.9847,0.0,0.0,0.0029,0.7755,0.2064,0.05,0.0,missing,missing,missing
EastNewnanCDP_GA,33.3494,-84.7774,1305.0,0.1109,0.8891,missing,0.9183,0.0,0.0817,0.0,0.0,0.7088,0.233,0.0,0.0889,0.8507,0.1126,0.0459,0.0,missing,missing,missing
EastNorritonCDP_PA,40.1487,-75.3329,13211.0,0.0727,0.9273,60536.0,0.8433,0.0267,0.0324,0.0892,0.0384,0.8879,0.0606,0.0084,0.0117,0.847,0.1105,0.0623,0.0,0.1008,0.4858,0.0115
EastPalatkaCDP_FL,29.65,-81.5994,1707.0,0.0208,0.9792,37857.0,0.9714,0.0,0.0,0.0214,0.01,0.5964,0.3726,0.0071,0.024,0.6454,0.3217,0.0632,0.0,missing,missing,missing
EastPerrineCDP_FL,25.6074,-80.341,7079.0,0.3016,0.6984,missing,0.5898,0.0302,0.2983,0.0817,0.0239,0.7244,0.1687,0.0,0.3009,0.863,0.0954,0.063,0.0,0.1231,0.4174,0.0107
EastPittsburghboro_PA,40.397,-79.8399,2017.0,0.0198,0.9802,21286.0,0.9388,0.0,0.019,0.0422,0.001,0.761,0.2092,0.0,0.005,0.8544,0.1073,0.0644,0.0,missing,missing,missing
EastQuogueCDP_NY,40.8507,-72.5762,4265.0,0.0855,0.9145,57441.0,0.8078,0.0078,0.0806,0.1039,0.007,0.9526,0.007,0.0,0.0539,0.851,0.1152,0.0627,0.0,missing,missing,missing
EastRandolphvillag_NY,42.1717,-78.9487,630.0,0.0087,0.9913,missing,0.9154,0.0149,0.0199,0.0498,0.0095,0.9286,0.0349,0.0,0.0175,0.8078,0.1391,0.0695,0.0,missing,missing,missing
EastRidgecity_TN,34.9967,-85.2375,20640.0,0.0292,0.9708,36347.0,0.9358,0.0051,0.0313,0.0278,0.0168,0.9332,0.0321,0.0,0.0109,0.8644,0.1008,0.0652,0.0,0.164,0.5786,0.0028
EastRockawayvillag_NY,40.6437,-73.6669,10414.0,0.1039,0.8961,59911.0,0.816,0.0144,0.0678,0.0913,0.0171,0.9564,0.0061,0.0104,0.0579,0.8518,0.0981,0.0692,0.0,missing,missing,missing
EastRockinghamCDP_NC,34.9161,-79.7643,3885.0,0.0237,0.9763,22263.0,0.9432,0.0,0.0466,0.0102,0.0064,0.8203,0.1194,0.0,0.0512,0.7711,0.1941,0.0488,0.0,0.3633,0.5218,0.0016
EastShoreCDP_CA,40.2426,-121.0774,177.0,0.0,1.0,missing,0.9024,0.0,0.0976,0.0,0.0056,0.9209,0.0,0.0,0.0621,0.7898,0.2102,0.0,0.0,missing,missing,missing
EastWillistonCDP_FL,29.389,-82.4195,966.0,0.0158,0.9842,missing,0.9026,0.0,0.0716,0.0258,0.0,0.1242,0.8375,0.0,0.0238,0.7634,0.2254,0.0225,0.0,0.2285,0.5601,0.0
EastonCDP_CA,36.6516,-119.7898,1966.0,0.1811,0.8189,31172.0,0.6039,0.0161,0.3043,0.0644,0.0397,0.5804,0.0061,0.0113,0.5178,0.768,0.1654,0.096,0.0,0.2884,0.5171,0.0
Eastoncity_MN,43.7656,-93.9017,214.0,0.0,1.0,missing,0.9775,0.0,0.0225,0.0,0.0,1.0,0.0,0.0,0.0,0.7273,0.2,0.097,0.0,missing,missing,missing
EastoverCDP_NC,35.0953,-78.7866,1376.0,0.041,0.959,33365.0,0.9129,0.0145,0.0236,0.049,0.0015,0.8278,0.1272,0.0,0.0349,0.8659,0.0972,0.0504,0.0,missing,missing,missing
EastpointCDP_FL,29.7416,-84.877,2158.0,0.0194,0.9806,30324.0,0.949,0.01,0.0311,0.01,0.0009,0.9657,0.0079,0.0,0.0167,0.797,0.1446,0.1092,0.0,missing,missing,missing
Eastpointecity_MI,42.4661,-82.9464,34077.0,0.0489,0.9511,46261.0,0.8893,0.0053,0.0088,0.088,0.0087,0.9213,0.047,0.0086,0.0133,0.8484,0.1137,0.0648,0.0,0.167,0.6184,0.003
EastportCDP_NY,40.8311,-72.7298,1454.0,0.052,0.948,50550.0,0.8547,0.0,0.1021,0.0329,0.0117,0.9326,0.0083,0.0104,0.0935,0.8316,0.0863,0.1034,0.0,missing,missing,missing
Eatontownborough_NJ,40.2936,-74.0567,14008.0,0.1648,0.8352,53833.0,0.7517,0.0711,0.0723,0.1011,0.0932,0.7329,0.1161,0.0038,0.0662,0.8768,0.0867,0.0669,0.0,0.0863,0.487,0.0147
Eatonvilletown_WA,46.8683,-122.2701,2012.0,0.0401,0.9599,43681.0,0.9212,0.0069,0.0429,0.0249,0.008,0.9135,0.0025,0.0041,0.0462,0.8348,0.1068,0.1017,0.0,0.1029,0.618,0.0095
EauClairecity_WI,44.8146,-91.4927,61704.0,0.0272,0.9728,36399.0,0.9253,0.0184,0.027,0.0266,0.0366,0.9344,0.007,0.0026,0.01,0.8272,0.0813,0.1294,0.0,0.0779,0.5196,0.0118
EchoLakeCDP_WA,47.7816,-122.0475,849.0,0.0281,0.9719,missing,0.9032,0.0,0.0394,0.0573,0.02,0.9128,0.0035,0.0,0.0318,0.8706,0.0791,0.102,0.0,missing,missing,missing
Eclectictown_AL,32.6413,-86.0386,1037.0,0.0037,0.9963,missing,0.9556,0.0,0.0339,0.0104,0.001,0.7811,0.1919,0.0,0.0183,0.7989,0.1667,0.0754,0.0,missing,missing,missing
Ecorsecity_MI,42.2505,-83.1483,11229.0,0.0347,0.9653,27142.0,0.8843,0.0048,0.0731,0.0333,0.0019,0.5218,0.4056,0.0044,0.0894,0.7881,0.1769,0.0721,0.0,0.3027,0.5455,0.0
Ecrutown_MS,34.3555,-89.0276,947.0,0.0,1.0,missing,0.9426,0.0,0.0339,0.0235,0.0,0.8237,0.1436,0.0,0.0264,0.8447,0.1312,0.0535,0.0,0.3359,0.5241,0.0047
Ectorcity_TX,33.5775,-96.2723,600.0,0.0173,0.9827,missing,0.9292,0.0083,0.0542,0.0083,0.005,0.9533,0.0,0.0,0.015,0.8815,0.1025,0.0342,0.0,missing,missing,missing
EdenRocCDP_HI,19.4946,-155.1054,451.0,0.0237,0.9763,15658.0,0.7123,0.1507,0.137,0.0,0.0466,0.4723,0.0089,0.0,0.1286,0.5204,0.2805,0.2262,0.0,missing,missing,missing
EdenValleycity_MN,45.3256,-94.5459,866.0,0.0231,0.9769,25781.0,0.9174,0.0,0.0265,0.056,0.0058,0.9781,0.0069,0.0,0.0196,0.8067,0.1431,0.07,0.0,missing,missing,missing
Edencity_NC,36.5064,-79.7451,15908.0,0.0213,0.9787,27670.0,0.9505,0.0009,0.0323,0.015,0.0031,0.7543,0.2215,0.0013,0.0234,0.8185,0.1496,0.0558,0.0,0.2836,0.5097,0.0022
Edgertoncity_MO,39.5041,-94.632,533.0,0.0039,0.9961,42411.0,0.9951,0.0,0.0,0.0049,0.0,0.9794,0.0,0.0,0.0,0.8575,0.1025,0.065,0.0,missing,missing,missing
Edgertontown_WY,43.4134,-106.2498,169.0,0.0,1.0,missing,0.9273,0.0364,0.0364,0.0,0.0,0.9645,0.0,0.0,0.0118,0.7963,0.1481,0.0741,0.0,missing,missing,missing
Edinburgcity_ND,48.4952,-97.8642,252.0,0.0148,0.9852,missing,0.8548,0.0161,0.0161,0.1129,0.004,0.9722,0.0,0.0,0.004,0.9276,0.0407,0.0588,0.0,missing,missing,missing
Edisoncity_GA,31.5609,-84.738,1340.0,0.0083,0.9917,missing,0.9581,0.0,0.02,0.022,0.0,0.3194,0.6769,0.0,0.0127,0.8416,0.1248,0.0574,0.0,missing,missing,missing
EdistoBeachtown_SC,32.4876,-80.3244,641.0,0.0277,0.9723,missing,0.9363,0.0064,0.0127,0.0446,0.0016,0.9563,0.0281,0.0,0.0031,0.7912,0.1452,0.1028,0.0,missing,missing,missing
Edmorecity_ND,48.4116,-98.4552,256.0,0.0302,0.9698,26250.0,0.9825,0.0,0.0,0.0175,0.0,0.9805,0.0,0.0,0.0078,0.6493,0.2986,0.0664,0.0,missing,missing,missing
Edmorevillage_MI,43.4068,-85.0422,1244.0,0.0111,0.9889,24926.0,0.9392,0.0,0.0294,0.0273,0.0,0.955,0.004,0.0042,0.0297,0.8249,0.0996,0.1138,0.0,missing,missing,missing
EggHarborvillage_WI,45.0493,-87.2977,250.0,0.0192,0.9808,missing,0.9386,0.0175,0.0263,0.0175,0.0,0.988,0.004,0.0,0.0,0.801,0.1466,0.0785,0.0,missing,missing,missing
ElCampocity_TX,29.1966,-96.2735,10945.0,0.0754,0.9246,30694.0,0.6291,0.0018,0.3134,0.0544,0.0028,0.6907,0.1188,0.0013,0.3868,0.8341,0.1284,0.0745,0.0,0.311,0.4772,0.0011
ElCerritoCDP_CA,33.8342,-117.5255,4590.0,0.1242,0.8758,61190.0,0.6641,0.0062,0.3019,0.0279,0.0124,0.7102,0.0222,0.0,0.3721,0.8223,0.127,0.0721,0.0,missing,missing,missing
ElCerro-MontereyPa_NM,34.7701,-106.6376,5483.0,0.3037,0.6963,25761.0,0.3421,0.0041,0.6423,0.0115,0.0026,0.5803,0.008,0.0,0.7385,0.8455,0.1214,0.0639,0.0,missing,missing,missing
ElDaravillage_IL,39.6222,-90.9925,89.0,0.0175,0.9825,missing,0.9118,0.0,0.0882,0.0,0.0,1.0,0.0,0.0,0.0,0.8592,0.1127,0.0986,0.0,missing,missing,missing
ElPasodeRobles(P_CA,35.627,-120.678,24297.0,0.1535,0.8465,39217.0,0.7732,0.0197,0.1768,0.0276,0.0189,0.757,0.0332,0.0027,0.2772,0.7981,0.1525,0.0765,0.0,0.1622,0.5193,0.0035
ElRenocity_OK,35.5303,-97.9575,16212.0,0.028,0.972,31200.0,0.9384,0.001,0.0365,0.0211,0.0064,0.7639,0.0785,0.003,0.0752,0.7702,0.1744,0.0816,0.0,0.1731,0.6184,0.004
ElSobranteCDP_CA,37.9685,-122.2959,12260.0,0.1586,0.8414,48272.0,0.7337,0.0653,0.108,0.0743,0.125,0.6035,0.1216,0.0186,0.1558,0.8406,0.1191,0.0653,0.0,0.0992,0.5657,0.0144
Elbavillage_NY,43.0763,-78.1839,696.0,0.0244,0.9756,missing,0.8876,0.012,0.0522,0.0442,0.0014,0.9641,0.0144,0.004,0.033,0.8503,0.1075,0.0806,0.0,missing,missing,missing
ElbeCDP_WA,46.7649,-122.1931,21.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,missing,missing,missing
ElbertCDP_TX,33.2762,-98.9851,56.0,0.0,1.0,missing,0.7778,0.0,0.2222,0.0,0.0,0.9286,0.0,0.0,0.0,0.8039,0.1569,0.0392,0.0,missing,missing,missing
ElbowLakecity_MN,45.9917,-95.9723,1275.0,0.0171,0.9829,30441.0,0.9265,0.0,0.0251,0.0484,0.0047,0.9741,0.0,0.0,0.0133,0.8342,0.1005,0.0975,0.0,missing,missing,missing
Elderonvillage_WI,44.7833,-89.2505,189.0,0.0,1.0,missing,0.913,0.0,0.029,0.058,0.0,0.9894,0.0,0.0,0.0476,0.9091,0.0758,0.0606,0.0,missing,missing,missing
Eldoncity_IA,40.9177,-92.2204,998.0,0.0089,0.9911,26950.0,0.9571,0.0,0.0293,0.009,0.0,0.982,0.0,0.0045,0.015,0.8426,0.129,0.0632,0.0,missing,missing,missing
Eldredborough_PA,41.9567,-78.3836,858.0,0.0073,0.9927,27569.0,0.9699,0.0,0.0082,0.0219,0.0,0.9872,0.0,0.0,0.0047,0.8378,0.1479,0.0493,0.0,missing,missing,missing
Eldridgetown_AL,33.9198,-87.6211,184.0,0.011,0.989,missing,1.0,0.0,0.0,0.0,0.0,0.9565,0.0435,0.0,0.0217,0.7676,0.2042,0.0282,0.0,missing,missing,missing
ElephantButtecity_NM,33.1898,-107.2229,1390.0,0.0222,0.9778,31705.0,0.8834,0.004,0.0927,0.0146,0.0029,0.9194,0.0007,0.0053,0.1331,0.6869,0.2642,0.077,0.0,0.1169,0.6331,0.0015
Elgincity_IL,42.0394,-88.2886,94487.0,0.2371,0.7629,52605.0,0.6886,0.0228,0.2409,0.0406,0.0388,0.7049,0.068,0.0071,0.3432,0.8771,0.0819,0.0668,0.0,0.2228,0.4644,0.004
Elgincity_ND,46.4036,-101.8447,659.0,0.0106,0.9894,22391.0,0.7386,0.0,0.0196,0.2386,0.003,0.9712,0.0,0.0033,0.0076,0.7309,0.2091,0.0709,0.0,missing,missing,missing
Elgincity_NE,41.9837,-98.0817,735.0,0.0,1.0,29833.0,0.9762,0.0,0.0119,0.0119,0.0,0.9959,0.0,0.0,0.0,0.8091,0.1138,0.1103,0.0,missing,missing,missing
Elizabethtowntown_IN,39.1346,-85.8124,391.0,0.0127,0.9873,36364.0,0.9145,0.0329,0.0263,0.0263,0.0026,0.977,0.0077,0.0,0.0051,0.8372,0.113,0.0631,0.0,missing,missing,missing
ElkCitycity_KS,37.2902,-95.9102,305.0,0.0,1.0,25000.0,0.9917,0.0,0.0,0.0083,0.0,0.9475,0.0,0.0,0.023,0.8053,0.177,0.0265,0.0,missing,missing,missing
ElkFallscity_KS,37.3719,-96.1901,112.0,0.0,1.0,20893.0,0.9362,0.0,0.0426,0.0213,0.0089,0.9286,0.0,0.0,0.0357,0.7778,0.1852,0.037,0.0,missing,missing,missing
ElkGardentown_WV,39.385,-79.1539,217.0,0.0095,0.9905,24375.0,0.9767,0.0233,0.0,0.0,0.0,0.9862,0.0046,0.0,0.0,0.875,0.0952,0.0417,0.0,0.3082,0.5548,0.0
ElkRidgetown_UT,40.0156,-111.6821,1838.0,0.045,0.955,missing,0.8456,0.0095,0.0855,0.0475,0.0022,0.9499,0.0,0.0119,0.0326,0.8651,0.0786,0.0832,0.0,0.0295,0.4333,0.0142
ElkhartLakevillage_WI,43.8321,-88.0174,1021.0,0.0078,0.9922,missing,0.8995,0.007,0.0327,0.0607,0.001,0.9873,0.0,0.0,0.0108,0.8767,0.093,0.0512,0.0,missing,missing,missing
Elkhartvillage_IL,40.0204,-89.4836,443.0,0.0,1.0,missing,0.9548,0.0,0.0339,0.0113,0.0023,0.9932,0.0045,0.0,0.0,0.8932,0.0593,0.0593,0.0,missing,missing,missing
