place,lat,lon,population,foreign,native,hh_income,pct_english,pct_asian_lang,pct_spanish,pct_euro,pct_asian,pct_white,pct_black,pct_other,pct_hispanic,pct_full_time,pct_no_work,pct_part_time,pct_urban,less_than_hs,less_bachelors,doctorate
Abbevillecity_AL,31.5664,-85.2513,2987.0,0.0203,0.9797,23266.0,0.9628,0.0,0.0289,0.0083,0.0007,0.5665,0.3994,0.0,0.0352,0.7847,0.179,0.0516,0.0,0.3552,0.4016,0.0048
Abram-PerezvilleCDP_TX,26.2388,-98.4047,5444.0,0.3011,0.6989,22532.0,0.3345,0.0,0.66,0.0054,0.0006,0.4717,0.0022,0.0,0.8159,0.7482,0.2179,0.0663,0.0,0.485,0.4038,0.0
Accomactown_VA,37.7187,-75.6673,547.0,0.0265,0.9735,missing,0.9588,0.0103,0.0309,0.0,0.0256,0.7112,0.2468,0.0,0.0219,0.7687,0.1606,0.0728,0.0,missing,missing,missing
Ackerlycity_TX,32.5256,-101.7142,245.0,0.2137,0.7863,27222.0,0.4487,0.0,0.5513,0.0,0.0,0.698,0.0,0.0,0.4898,0.8042,0.1111,0.1217,0.0,missing,missing,missing
Ackermantown_MS,33.3114,-89.1747,1696.0,0.0042,0.9958,21287.0,0.9689,0.0,0.024,0.0042,0.0059,0.6297,0.3485,0.0028,0.0147,0.8073,0.1759,0.0495,0.0,0.276,0.4611,0.0078
Adamsvillevillage_OH,40.0698,-81.8828,127.0,0.0,1.0,missing,0.8333,0.0,0.0,0.1667,0.0,1.0,0.0,0.0,0.0,0.7769,0.1322,0.1488,0.0,missing,missing,missing
Addisonvillage_MI,41.9872,-84.3459,627.0,0.0079,0.9921,missing,0.9671,0.0,0.0247,0.0082,0.0096,0.9841,0.0,0.0,0.0207,0.8908,0.107,0.0502,0.0,missing,missing,missing
Adelcity_IA,41.6168,-94.0217,3435.0,0.0152,0.9848,39423.0,0.9638,0.0,0.0199,0.0162,0.0041,0.9776,0.0015,0.0,0.0128,0.8535,0.0946,0.0713,0.0,missing,missing,missing
Adellvillage_WI,43.6184,-87.9514,517.0,0.0112,0.9888,missing,0.9223,0.0097,0.0194,0.0485,0.0039,0.9749,0.0,0.0,0.0232,0.8737,0.0954,0.0644,0.0,missing,missing,missing
Adriancity_MN,43.6345,-95.9341,1234.0,0.0289,0.9711,35927.0,0.9195,0.0121,0.0201,0.0483,0.0032,0.9643,0.0024,0.0,0.0292,0.8573,0.1099,0.0729,0.0,missing,missing,missing
Adriancity_TX,35.2745,-102.6664,159.0,0.0496,0.9504,missing,0.8592,0.0,0.1408,0.0,0.0,0.8239,0.0,0.0,0.2138,0.7969,0.1484,0.0703,0.0,missing,missing,missing
Aftoncity_MN,44.9031,-92.819,2839.0,0.0183,0.9817,missing,0.9037,0.0091,0.0456,0.0355,0.0102,0.9665,0.0025,0.0061,0.0095,0.8689,0.0857,0.0816,0.0,missing,missing,missing
AguaDulceCDP_TX,31.6412,-106.137,738.0,0.28,0.72,16696.0,0.1166,0.0,0.8834,0.0,0.0,0.8808,0.0176,0.0,0.9512,0.7945,0.1442,0.1595,0.0,missing,missing,missing
AguaDulcecity_TX,27.7831,-97.91,737.0,0.0342,0.9658,31406.0,0.2922,0.0091,0.6986,0.0,0.0,0.7938,0.0014,0.0,0.6608,0.7927,0.1633,0.1064,0.0,0.3788,0.4874,0.0
Aguilartown_CO,37.4033,-104.6544,593.0,0.0386,0.9614,23750.0,0.6579,0.0,0.2782,0.0639,0.0034,0.86,0.0,0.0,0.4654,0.7486,0.2458,0.0277,0.0,missing,missing,missing
Akronvillage_MI,43.5671,-83.5157,461.0,0.0,1.0,35208.0,0.9673,0.0,0.0261,0.0065,0.0,0.9761,0.0,0.0,0.0607,0.8233,0.123,0.0757,0.0,missing,missing,missing
Alamosacity_CO,37.4688,-105.8737,7960.0,0.0345,0.9655,25453.0,0.6204,0.0024,0.3597,0.0125,0.0095,0.6853,0.0141,0.0051,0.468,0.8203,0.1075,0.1296,0.0,missing,missing,missing
Albanyvillage_OH,39.2288,-82.2004,808.0,0.0158,0.9842,31534.0,0.9381,0.0,0.0442,0.0118,0.0012,0.9728,0.0111,0.0059,0.0149,0.8073,0.1254,0.081,0.0,missing,missing,missing
Albanyvillage_WI,42.7056,-89.4361,1191.0,0.009,0.991,missing,0.9396,0.0,0.0208,0.0396,0.005,0.9824,0.0008,0.0,0.0118,0.8778,0.0782,0.0589,0.0,0.1489,0.6765,0.0
Albertacity_MN,45.5735,-96.0482,142.0,0.0187,0.9812,missing,0.9074,0.0,0.0926,0.0,0.0,1.0,0.0,0.0,0.0,0.9052,0.069,0.0776,0.0,missing,missing,missing
Albertontown_MT,47.0035,-114.478,374.0,0.0099,0.9901,26000.0,0.9733,0.0,0.0,0.0067,0.0,0.9759,0.0027,0.02,0.0053,0.861,0.0949,0.0915,0.0,missing,missing,missing
AlcanBorderCDP_AK,62.6931,-141.199,21.0,0.0,1.0,missing,0.25,0.0,0.25,0.25,0.0476,0.6667,0.0,0.25,0.0952,1.0,0.0,0.0,0.0,missing,missing,missing
AlderCDP_MT,45.3245,-112.108,116.0,0.0,1.0,26458.0,0.9216,0.0,0.0392,0.0392,0.0,1.0,0.0,0.0,0.0,0.7917,0.125,0.1146,0.0,missing,missing,missing
Aldersontown_WV,37.7275,-80.6413,1091.0,0.0046,0.9954,23043.0,0.9754,0.002,0.0184,0.0041,0.0018,0.9083,0.066,0.0,0.011,0.7667,0.1851,0.0621,0.0,missing,missing,missing
Alexandercity_KS,38.4694,-99.5524,75.0,0.0,1.0,missing,0.963,0.0,0.0,0.037,0.0,1.0,0.0,0.0,0.0133,0.74,0.28,0.08,0.0,missing,missing,missing
Alexandriacity_IN,40.2632,-85.6763,6260.0,0.0104,0.9896,35359.0,0.9545,0.0,0.021,0.0246,0.0011,0.981,0.0046,0.0,0.0099,0.8235,0.1471,0.0563,0.0,missing,missing,missing
Alfredvillage_NY,42.2557,-77.789,3954.0,0.0586,0.9414,missing,0.846,0.0482,0.0241,0.0705,0.0271,0.9021,0.044,0.0111,0.0273,0.6957,0.0835,0.2975,0.0,0.0317,0.2071,0.1866
AlgerCDP_WA,48.6235,-122.3439,89.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.9438,0.0,0.0,0.0562,0.5926,0.3333,0.0741,0.0,missing,missing,missing
Algonquinvillage_IL,42.1627,-88.3026,23276.0,0.0634,0.9366,79730.0,0.8622,0.0119,0.0353,0.0878,0.0235,0.9426,0.0092,0.0028,0.0407,0.9168,0.0548,0.0562,0.0,missing,missing,missing
Alicecity_ND,46.7628,-97.555,56.0,0.0,1.0,35750.0,1.0,0.0,0.0,0.0,0.0,0.9821,0.0,0.0,0.0,0.9535,0.0465,0.0,0.0,missing,missing,missing
Allakaketcity_AK,66.5633,-152.6472,97.0,0.0,1.0,missing,0.8462,0.0,0.0,0.0,0.0,0.0412,0.0,0.1538,0.0,0.8333,0.0833,0.0833,0.0,missing,missing,missing
Allamuchy-PantherVa_NJ,40.9117,-74.8266,3125.0,0.0971,0.9029,67301.0,0.8555,0.0157,0.0377,0.0911,0.0208,0.959,0.0096,0.0,0.0237,0.8874,0.0874,0.0477,0.0,missing,missing,missing
AllenParkcity_MI,42.2548,-83.2103,29376.0,0.0472,0.9528,51992.0,0.8955,0.0036,0.0303,0.058,0.0081,0.956,0.0073,0.0126,0.0473,0.8347,0.1318,0.0554,0.0,0.0966,0.6049,0.0035
Allenportborough_PA,40.0963,-79.8453,549.0,0.0035,0.9965,28462.0,0.9762,0.0,0.0,0.0238,0.0,0.9927,0.0036,0.0,0.0036,0.7651,0.1747,0.0763,0.0,missing,missing,missing
AllenwoodCDP_NJ,40.1409,-74.107,935.0,0.0233,0.9767,missing,0.88,0.0,0.036,0.064,0.015,0.9775,0.0,0.02,0.0171,0.875,0.0283,0.12,0.0,missing,missing,missing
Alliancetown_NC,35.1431,-76.8153,781.0,0.0202,0.9798,26719.0,0.9783,0.0,0.0181,0.0036,0.0051,0.7964,0.1767,0.0,0.0077,0.7618,0.2251,0.0261,0.0,missing,missing,missing
Allouezvillage_WI,44.4737,-88.0249,15443.0,0.0155,0.9845,55850.0,0.9492,0.0039,0.0174,0.0272,0.0084,0.9207,0.0464,0.0022,0.0129,0.8495,0.1104,0.0595,0.0,missing,missing,missing
Almacity_AR,35.488,-94.2208,4160.0,0.0093,0.9907,missing,0.9442,0.0,0.0419,0.014,0.001,0.9466,0.0171,0.0,0.037,0.8459,0.1083,0.0697,0.0,missing,missing,missing
Alortonvillage_IL,38.5841,-90.1177,2749.0,0.0106,0.9894,17860.0,0.9308,0.0,0.0397,0.0204,0.0,0.0156,0.9709,0.0091,0.0073,0.7218,0.2325,0.0734,0.0,0.3261,0.5158,0.0035
Alpinecity_TX,30.3607,-103.6654,5786.0,0.0543,0.9457,23979.0,0.5028,0.0036,0.4639,0.0296,0.0045,0.7919,0.0133,0.0,0.5031,0.7978,0.1464,0.1063,0.0,missing,missing,missing
Alsencity_ND,48.6276,-98.7058,68.0,0.0769,0.9231,missing,0.8333,0.0,0.0,0.1667,0.0,0.9706,0.0,0.0,0.0147,0.8,0.0364,0.1636,0.0,missing,missing,missing
Alsipvillage_IL,41.6704,-87.7322,19725.0,0.0886,0.9114,47963.0,0.8327,0.0067,0.0772,0.0645,0.021,0.8164,0.1009,0.0189,0.0876,0.8663,0.0931,0.0646,0.0,0.1174,0.6331,0.0011
AltaSierraCDP_CA,39.129,-121.0524,6522.0,0.0613,0.9387,missing,0.8761,0.0031,0.0538,0.067,0.0074,0.9594,0.0029,0.0,0.0414,0.7483,0.1991,0.0832,0.0,missing,missing,missing
Altamahaw-OssipeeCD_NC,36.1794,-79.5066,996.0,0.0179,0.9821,35375.0,0.962,0.0,0.038,0.0,0.0,0.8986,0.0944,0.0,0.01,0.8356,0.1119,0.0719,0.0,missing,missing,missing
Altamonttown_TN,35.434,-85.7324,1136.0,0.0092,0.9908,21767.0,0.9499,0.0,0.0276,0.0226,0.0009,0.9789,0.0009,0.0,0.0202,0.7991,0.1761,0.0598,0.0,0.522,0.3926,0.0
Althatown_FL,30.5717,-85.1275,506.0,0.0412,0.9588,27917.0,0.936,0.0049,0.0394,0.0197,0.002,0.9585,0.002,0.0,0.0593,0.8201,0.1463,0.0695,0.0,missing,missing,missing
Altheimercity_AR,34.3218,-91.8462,1192.0,0.0,1.0,17872.0,0.9742,0.0,0.0155,0.0103,0.0008,0.1074,0.8792,0.0,0.0109,0.799,0.1768,0.0496,0.0,missing,missing,missing
Altoonacity_KS,37.5268,-95.6619,485.0,0.0088,0.9912,missing,0.9606,0.0,0.0,0.0394,0.0,0.9773,0.0,0.0,0.0041,0.7759,0.1667,0.0575,0.0,missing,missing,missing
Altotown_GA,34.4665,-83.5738,876.0,0.2753,0.7247,30750.0,0.7076,0.0614,0.213,0.0181,0.0594,0.7922,0.0308,0.0,0.2009,0.8638,0.0931,0.0707,0.0,0.4498,0.441,0.0
Alturacity_MN,44.0698,-91.9391,417.0,0.0161,0.9839,missing,0.9735,0.0,0.0,0.0265,0.0072,0.9784,0.0048,0.0,0.0,0.8632,0.0842,0.0702,0.0,0.1714,0.5837,0.0
AmaCDP_LA,29.9421,-90.3039,1285.0,0.0071,0.9929,41691.0,0.9345,0.0,0.0423,0.0233,0.0016,0.649,0.344,0.0,0.0101,0.8221,0.1673,0.0261,0.0,missing,missing,missing
Amboycity_MN,43.8873,-94.1575,575.0,0.0,1.0,35595.0,0.9292,0.0,0.0417,0.0292,0.0017,0.9843,0.0,0.0,0.0139,0.8571,0.1004,0.0603,0.0,0.1282,0.6205,0.0
Amboytown_IN,40.6028,-85.9286,360.0,0.0169,0.9831,missing,0.9463,0.0268,0.0134,0.0134,0.0028,0.9806,0.0,0.0,0.0111,0.8369,0.1277,0.0674,0.0,missing,missing,missing
Ambrosecity_ND,48.9542,-103.4829,23.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,missing,missing,missing
AmericanFallscity_ID,42.7811,-112.8557,4111.0,0.1079,0.8921,30955.0,0.7959,0.0,0.1844,0.0127,0.0041,0.8156,0.0015,0.007,0.2783,0.8664,0.0841,0.0908,0.0,missing,missing,missing
Amherstcity_TX,34.0125,-102.4144,791.0,0.1269,0.8731,24276.0,0.6464,0.0,0.3536,0.0,0.0,0.689,0.0936,0.0,0.3995,0.8162,0.1164,0.086,0.0,missing,missing,missing
Amidoncity_ND,46.483,-103.3223,26.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8276,0.1034,0.1724,0.0,missing,missing,missing
AmiteCitytown_LA,30.7287,-90.5085,4110.0,0.0061,0.9939,27011.0,0.9454,0.0,0.0131,0.04,0.0078,0.4642,0.5182,0.0015,0.0141,0.723,0.2343,0.0585,0.0,missing,missing,missing
Amitycity_OR,45.1163,-123.2056,1478.0,0.0809,0.9191,40556.0,0.8638,0.017,0.1,0.0191,0.0068,0.9073,0.0014,0.0,0.115,0.8357,0.1362,0.0498,0.0,0.1872,0.6353,0.0048
AndersonMillCDP_TX,30.455,-97.8093,8953.0,0.0875,0.9125,55314.0,0.7976,0.0435,0.123,0.0311,0.0458,0.8325,0.0407,0.0048,0.1478,0.8776,0.0745,0.084,0.0,0.0533,0.4967,0.0077
Andersoncity_MO,36.6514,-94.4453,1856.0,0.0319,0.9681,23966.0,0.9448,0.0057,0.0354,0.0113,0.0016,0.9068,0.0059,0.0028,0.0345,0.8136,0.146,0.0673,0.0,missing,missing,missing
Andovercity_KS,37.6912,-97.137,6698.0,0.0282,0.9718,57163.0,0.9249,0.0074,0.0334,0.0343,0.0105,0.9513,0.0052,0.0,0.0239,0.8765,0.0744,0.0752,0.0,missing,missing,missing
Andovertown_SD,45.4105,-97.9037,99.0,0.0,1.0,missing,0.9574,0.0,0.0,0.0426,0.0,1.0,0.0,0.0,0.0,0.6875,0.2188,0.125,0.0,missing,missing,missing
Andovervillage_NY,42.1586,-77.7952,1073.0,0.0125,0.9875,31563.0,0.9385,0.0132,0.0308,0.0176,0.0056,0.9702,0.0019,0.0,0.0121,0.8041,0.1321,0.0968,0.0,missing,missing,missing
AndrewsCDP_FL,29.5319,-82.8852,708.0,0.0212,0.9788,26554.0,0.9485,0.0,0.0364,0.0152,0.0,0.9732,0.0127,0.0,0.0226,0.7675,0.2017,0.0496,0.0,missing,missing,missing
Andrewscity_TX,32.3214,-102.5517,9652.0,0.1096,0.8904,32774.0,0.6518,0.0052,0.3355,0.0075,0.0071,0.7565,0.0204,0.0,0.4195,0.8228,0.1243,0.0806,0.0,0.2714,0.5033,0.0009
Andrewstown_IN,40.8608,-85.601,1290.0,0.0105,0.9895,35125.0,0.9501,0.008,0.014,0.02,0.0016,0.9705,0.0008,0.008,0.0217,0.8778,0.0929,0.0657,0.0,missing,missing,missing
Andrewstown_SC,33.45,-79.564,3068.0,0.0061,0.9939,19375.0,0.9742,0.0008,0.0158,0.0092,0.0,0.3755,0.6076,0.0,0.0143,0.8018,0.172,0.056,0.0,0.2867,0.534,0.0
Anetacity_ND,47.6799,-97.9892,284.0,0.0114,0.9886,24792.0,0.9231,0.0256,0.0171,0.0342,0.007,0.9754,0.0,0.0,0.007,0.7269,0.2511,0.0308,0.0,missing,missing,missing
AnethCDP_UT,37.2056,-109.1644,598.0,0.0,1.0,17292.0,0.1622,0.0,0.0,0.0,0.0,0.0033,0.0017,0.8378,0.0067,0.7564,0.1805,0.086,0.0,missing,missing,missing
Anguscity_TX,31.9889,-96.4244,334.0,0.0389,0.9611,36944.0,0.9098,0.0164,0.0656,0.0082,0.018,0.8832,0.018,0.0,0.0778,0.8352,0.0996,0.0881,0.0,missing,missing,missing
Aniwavillage_WI,45.0101,-89.2128,272.0,0.0075,0.9925,missing,0.9643,0.0,0.0179,0.0179,0.0,0.9706,0.0,0.0,0.011,0.7393,0.1991,0.0853,0.0,missing,missing,missing
Anmooretown_WV,39.2583,-80.288,685.0,0.0075,0.9925,25000.0,0.9286,0.0,0.0397,0.0198,0.0088,0.9708,0.0117,0.0119,0.035,0.7665,0.1733,0.0697,0.0,missing,missing,missing
AnnaMariacity_FL,27.5302,-82.7344,1814.0,0.0505,0.9495,40341.0,0.916,0.0,0.0225,0.0615,0.0028,0.9818,0.0033,0.0,0.0248,0.7744,0.147,0.1067,0.0,missing,missing,missing
Annapoliscity_MD,38.9729,-76.5012,35838.0,0.0971,0.9029,49243.0,0.8696,0.0151,0.0591,0.0544,0.0181,0.6266,0.3144,0.0018,0.0642,0.8589,0.0947,0.0747,0.0,0.1317,0.3864,0.0213
Annapoliscity_MO,37.36,-90.6971,310.0,0.0,1.0,16389.0,1.0,0.0,0.0,0.0,0.0,0.9935,0.0,0.0,0.0,0.7731,0.2143,0.0294,0.0,missing,missing,missing
AnnettaSouthtown_TX,32.6695,-97.6514,555.0,0.0338,0.9662,missing,0.8663,0.0267,0.0802,0.0267,0.0018,0.9658,0.0,0.0,0.0234,0.8646,0.0903,0.0632,0.0,missing,missing,missing
Annistoncity_AL,33.663,-85.8267,24276.0,0.0224,0.9776,27385.0,0.9424,0.0076,0.0283,0.0201,0.0078,0.4871,0.4869,0.0016,0.0168,0.8113,0.1566,0.0568,0.0,0.2187,0.4996,0.0066
Ansleyvillage_NE,41.2885,-99.3824,520.0,0.0039,0.9961,missing,0.9617,0.0,0.0298,0.0085,0.0,0.9904,0.0,0.0,0.0154,0.8084,0.145,0.0516,0.0,missing,missing,missing
Ansoncity_TX,32.7555,-99.8963,2556.0,0.0409,0.9591,23954.0,0.7104,0.0,0.2896,0.0,0.0074,0.7582,0.0278,0.0,0.3263,0.8019,0.1596,0.0643,0.0,missing,missing,missing
AntelopeHillsCDP_WY,43.0852,-106.315,88.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.9545,0.0114,0.0,0.0,0.8049,0.1951,0.1951,0.0,missing,missing,missing
Antoncity_TX,33.8113,-102.1625,1200.0,0.0285,0.9715,30924.0,0.5828,0.0,0.4082,0.0091,0.0,0.7192,0.0533,0.0,0.4583,0.8285,0.1327,0.0686,0.0,missing,missing,missing
Antwerpvillage_NY,44.1998,-75.6087,716.0,0.0053,0.9947,33472.0,0.9459,0.0,0.0309,0.0232,0.0084,0.9651,0.0028,0.0,0.0293,0.8117,0.1488,0.0621,0.0,missing,missing,missing
Apalachicolacity_FL,29.7252,-84.9925,2334.0,0.0153,0.9847,23073.0,0.9485,0.0054,0.0075,0.0258,0.0039,0.6341,0.3492,0.0129,0.0167,0.7666,0.1769,0.0794,0.0,missing,missing,missing
Aplingtoncity_IA,42.5825,-92.8825,1054.0,0.0116,0.9884,32440.0,0.8845,0.0046,0.037,0.0739,0.0009,0.9953,0.0,0.0,0.0019,0.8151,0.1533,0.0572,0.0,missing,missing,missing
Apopkacity_FL,28.6761,-81.5106,26642.0,0.1182,0.8818,43651.0,0.7674,0.0179,0.1627,0.0497,0.0189,0.7385,0.1556,0.0022,0.1808,0.8729,0.0893,0.0649,0.0,missing,missing,missing
AppleRivervillage_IL,42.503,-90.0972,379.0,0.0,1.0,40250.0,1.0,0.0,0.0,0.0,0.0,0.9894,0.0079,0.0,0.0,0.8219,0.0993,0.1199,0.0,0.2034,0.6483,0.0
Applebycity_TX,31.718,-94.6077,444.0,0.0157,0.9843,45568.0,0.8811,0.0,0.0811,0.0378,0.0045,0.9077,0.0653,0.0,0.0315,0.8655,0.0924,0.0644,0.0,missing,missing,missing
AquebogueCDP_NY,40.9356,-72.6207,2254.0,0.0509,0.9491,54453.0,0.8705,0.0,0.036,0.0935,0.0031,0.9277,0.0524,0.0,0.0324,0.8456,0.1269,0.0626,0.0,0.1046,0.5057,0.0038
Arcadiacity_CA,34.1327,-118.0365,53054.0,0.4358,0.5642,56100.0,0.4793,0.3708,0.0904,0.05,0.4541,0.4558,0.0113,0.0094,0.1061,0.8124,0.1415,0.0662,0.0,0.0701,0.3603,0.0249
Arcadiacity_KS,37.6412,-94.6234,391.0,0.0026,0.9974,21750.0,0.9412,0.0,0.0196,0.0392,0.0,0.9616,0.0051,0.0,0.0026,0.7218,0.2183,0.088,0.0,missing,missing,missing
Arcocity_ID,43.6346,-113.3013,1026.0,0.02,0.98,27993.0,0.9488,0.0067,0.0356,0.0089,0.0,0.9513,0.0049,0.0,0.0361,0.823,0.1492,0.0619,0.0,missing,missing,missing
Ardsleyvillage_NY,41.0113,-73.8415,4269.0,0.19,0.81,missing,0.75,0.1006,0.0342,0.0978,0.1234,0.84,0.0152,0.0175,0.0426,0.8581,0.1052,0.062,0.0,missing,missing,missing
Arenzvillevillage_IL,39.8775,-90.371,419.0,0.0,1.0,37500.0,1.0,0.0,0.0,0.0,0.0,0.9976,0.0,0.0,0.0,0.8559,0.0931,0.0751,0.0,missing,missing,missing
Aritontown_AL,31.5982,-85.7188,772.0,0.0,1.0,21083.0,0.9842,0.0,0.0,0.0158,0.0,0.693,0.2927,0.0,0.0078,0.7843,0.1912,0.0556,0.0,missing,missing,missing
ArlingtonCDP_NY,41.6949,-73.8921,12481.0,0.1279,0.8721,43141.0,0.8118,0.0265,0.0471,0.0974,0.0609,0.7701,0.1227,0.0172,0.0538,0.8223,0.1179,0.1231,0.0,missing,missing,missing
ArlingtonHeightsvi_IL,42.095,-87.9809,76031.0,0.1386,0.8614,67807.0,0.7921,0.0439,0.0394,0.1155,0.0598,0.9056,0.0096,0.0091,0.0446,0.8691,0.0895,0.0655,0.0,0.0555,0.4064,0.0086
ArlingtonHeightsvi_OH,39.2152,-84.4558,899.0,0.0067,0.9933,30288.0,0.9506,0.013,0.026,0.0052,0.0,0.9199,0.0378,0.0052,0.0067,0.8343,0.1029,0.0814,0.0,0.2555,0.6091,0.0
Arlingtoncity_GA,31.4395,-84.7248,1602.0,0.0012,0.9988,22311.0,0.9657,0.0017,0.0189,0.0137,0.0019,0.2903,0.6991,0.0,0.0144,0.8122,0.1525,0.0672,0.0,0.3254,0.5341,0.0031
Arlingtoncity_KY,36.7913,-89.0114,395.0,0.005,0.995,17813.0,0.9326,0.0,0.0562,0.0112,0.0,0.9519,0.0456,0.0,0.0101,0.8179,0.1693,0.0607,0.0,missing,missing,missing
ArnoldCDP_CA,38.2526,-120.3475,4218.0,0.0309,0.9691,42785.0,0.9213,0.0,0.0198,0.0567,0.005,0.9512,0.0024,0.0022,0.0334,0.7432,0.1667,0.1307,0.0,missing,missing,missing
Arnoldcity_PA,40.5776,-79.7645,5667.0,0.0328,0.9672,26190.0,0.9015,0.0049,0.0071,0.0823,0.0014,0.8484,0.1276,0.0041,0.0113,0.7872,0.1817,0.0561,0.0,missing,missing,missing
ArrowRocktown_MO,39.0701,-92.9474,79.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.825,0.1,0.075,0.0,missing,missing,missing
ArrowheadSpringsCD_WY,41.5151,-109.1532,68.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0588,0.9265,0.0,0.0,0.0,1.0,0.0946,0.0811,0.0,missing,missing,missing
AsburyLakeCDP_FL,30.0529,-81.8163,2228.0,0.0043,0.9957,missing,0.9707,0.0,0.0,0.0293,0.0067,0.9731,0.0031,0.0,0.0144,0.8372,0.1453,0.0297,0.0,missing,missing,missing
Asburycity_MO,37.2747,-94.6034,218.0,0.0,1.0,missing,0.9425,0.0,0.023,0.0,0.0046,0.9725,0.0,0.0345,0.0138,0.8025,0.1296,0.0679,0.0,missing,missing,missing
Ashdowncity_AR,33.6735,-94.1273,4781.0,0.0077,0.9923,26754.0,0.9328,0.0079,0.0471,0.0111,0.0023,0.6285,0.3409,0.0011,0.0096,0.8299,0.1374,0.0741,0.0,missing,missing,missing
Ashlandborough_PA,40.7816,-76.3444,3283.0,0.0018,0.9982,27234.0,0.9628,0.0028,0.0158,0.0186,0.0009,0.9939,0.0021,0.0,0.0009,0.8241,0.1469,0.0557,0.0,missing,missing,missing
Ashlandcity_MO,38.7734,-92.2579,1869.0,0.0048,0.9952,34750.0,0.9527,0.0027,0.0243,0.0176,0.0043,0.9727,0.0043,0.0027,0.0134,0.8819,0.0954,0.052,0.0,0.1202,0.5512,0.0059
Ashlandcity_NE,41.0405,-96.3724,2262.0,0.0217,0.9783,40441.0,0.943,0.0035,0.0349,0.0186,0.004,0.9876,0.0013,0.0,0.0164,0.8566,0.1105,0.0706,0.0,missing,missing,missing
Ashlandvillage_LA,32.1164,-93.1148,291.0,0.011,0.989,23438.0,0.9292,0.0177,0.0531,0.0,0.0069,0.866,0.1031,0.0,0.0172,0.7934,0.1972,0.0516,0.0,missing,missing,missing
Ashtoncity_SD,44.9945,-98.4986,152.0,0.0342,0.9658,missing,0.9818,0.0,0.0,0.0182,0.0,1.0,0.0,0.0,0.0,0.8972,0.1028,0.028,0.0,missing,missing,missing
Ashvillevillage_OH,39.7176,-82.9529,3174.0,0.0,1.0,40778.0,0.9683,0.0024,0.0098,0.0163,0.0006,0.9783,0.0019,0.0033,0.0107,0.8936,0.0857,0.0517,0.0,missing,missing,missing
Asotincity_WA,46.3388,-117.0464,1095.0,0.0174,0.9826,35083.0,0.9488,0.0026,0.0332,0.0153,0.0037,0.9708,0.0018,0.0,0.0155,0.8337,0.11,0.1,0.0,0.0957,0.6173,0.006
Aspermonttown_TX,33.1392,-100.2283,1021.0,0.0293,0.9707,25893.0,0.8377,0.0,0.1575,0.0,0.0039,0.8599,0.0431,0.0048,0.1312,0.8206,0.1292,0.0742,0.0,missing,missing,missing
Astoriavillage_IL,40.2274,-90.3578,1193.0,0.0025,0.9975,26694.0,0.9874,0.0,0.0042,0.0084,0.0034,0.9874,0.0,0.0,0.0117,0.8219,0.126,0.0727,0.0,0.1736,0.6465,0.0
Atglenborough_PA,39.9481,-75.9739,1217.0,0.023,0.977,48393.0,0.9089,0.0,0.0647,0.0264,0.0016,0.8817,0.0838,0.0,0.0493,0.86,0.0993,0.0718,0.0,0.1171,0.5665,0.0043
Athens-ClarkeCounty_GA,33.9555,-83.3832,100266.0,0.0845,0.9155,28118.0,0.8642,0.0287,0.0635,0.0363,0.0315,0.6471,0.2737,0.0073,0.0639,0.7896,0.0959,0.1638,0.0,0.1597,0.3721,0.0587
Athenscity_TN,35.4482,-84.6021,13220.0,0.0222,0.9778,29277.0,0.9307,0.005,0.0338,0.0272,0.0138,0.8633,0.0932,0.0033,0.0301,0.8316,0.1224,0.0764,0.0,0.2577,0.4912,0.0082
Athensvillage_MI,42.0859,-85.2348,1111.0,0.01,0.99,42083.0,0.9444,0.0,0.0455,0.0101,0.0,0.9748,0.0027,0.0,0.0189,0.8272,0.1398,0.0432,0.0,missing,missing,missing
Athensvillage_NY,42.2672,-73.8125,1695.0,0.0278,0.9722,missing,0.9128,0.007,0.0155,0.0647,0.0071,0.9546,0.0106,0.0,0.01,0.8318,0.1374,0.0586,0.0,missing,missing,missing
Atholcity_ID,47.946,-116.7073,676.0,0.003,0.997,30595.0,0.916,0.0084,0.0756,0.0,0.0,0.9541,0.0,0.0,0.0207,0.8283,0.1348,0.0913,0.0,missing,missing,missing
Atholcity_KS,39.7657,-98.9202,51.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.9608,0.0,0.0,0.0,0.7805,0.122,0.0976,0.0,missing,missing,missing
Atkacity_AK,52.1993,-174.2134,92.0,0.0,1.0,missing,0.129,0.0,0.0,0.0,0.0109,0.0652,0.0,0.871,0.0109,0.7468,0.1139,0.1772,0.0,missing,missing,missing
AtlanticBeachtown_NC,34.7005,-76.7408,1781.0,0.0144,0.9856,38313.0,0.9406,0.004,0.0121,0.0403,0.0073,0.9803,0.0062,0.003,0.0067,0.7923,0.137,0.0886,0.0,missing,missing,missing
