population,foreign,native,hh_income,pct_english,pct_asian_lang,pct_spanish,pct_euro,pct_asian,pct_white,pct_black,pct_other,pct_hispanic,pct_full_time,pct_no_work,pct_part_time,pct_urban"
5670.1136,0.0130,0.9870,21277.9331,0.9506,0.0039,0.0302,0.0143,0.0036,0.7453,0.2313,0.0011,0.0148,0.5020,0.3897,0.1083,0.0000
