"place,population,foreign,native,hh_income,pct_english,pct_asian_lang,pct_spanish,pct_euro,pct_asian,pct_white,pct_black,pct_other,pct_hispanic,pct_full_time,pct_no_work,pct_part_time,pct_urban"
"Evergreencity_al,"	"3630.0,0.0016,0.9984,20979.0,0.9639,0.0,0.0129,0.0232,0.0019,0.4623,0.5278,0.0,0.0083,0.3987,0.4801,0.1212,0.0"
"Exceltown_al,"	"582.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.9725,0.0172,0.0,0.0086,0.5448,0.3208,0.1344,0.0"
"Fairfieldcity_al,"	"12381.0,0.0065,0.9935,27845.0,0.9394,0.0,0.032,0.0238,0.0015,0.089,0.9023,0.0048,0.0059,0.5183,0.3721,0.1096,0.0"
"Fairhopecity_al,"	"12480.0,0.0313,0.9687,42913.0,0.9376,0.0023,0.0236,0.0352,0.0062,0.9022,0.0779,0.0013,0.0104,0.471,0.3999,0.1291,0.0"
"Fairviewtown_al,"	"522.0,0.1617,0.8383,31875.0,0.8135,0.0,0.1554,0.0311,0.0019,0.8659,0.0,0.0,0.1628,0.524,0.3066,0.1693,0.0"
"Falkvilletown_al,"	"1202.0,0.0194,0.9806,34583.0,0.9158,0.0,0.0579,0.0263,0.0,0.9226,0.0591,0.0,0.0042,0.3715,0.569,0.0595,0.0"
"Faunsdaletown_al,"	"87.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.5402,0.4598,0.0,0.046,0.5581,0.3023,0.1395,0.0"
"Fayettecity_al,"	"4922.0,0.0186,0.9814,25714.0,0.9605,0.0067,0.0202,0.0125,0.0028,0.7534,0.2338,0.0,0.0095,0.4563,0.4349,0.1088,0.0"
"FivePointstown_al,"	"146.0,0.0,1.0,missing,0.8305,0.0,0.1186,0.0508,0.0,0.4726,0.5205,0.0,0.0,0.5254,0.4153,0.0593,0.0"
"Flomatontown_al,"	"1588.0,0.0103,0.9897,25875.0,0.9632,0.0,0.0322,0.0046,0.0006,0.7361,0.2324,0.0,0.0183,0.4466,0.4499,0.1034,0.0"
"Floralacity_al,"	"1964.0,0.0132,0.9868,17377.0,0.9563,0.0092,0.0184,0.0161,0.0061,0.8075,0.1568,0.0,0.0265,0.4067,0.4784,0.1148,0.0"
"Florencecity_al,"	"36264.0,0.0156,0.9844,28330.0,0.9551,0.0039,0.0229,0.0176,0.0062,0.7839,0.192,0.0004,0.0134,0.4463,0.3819,0.1718,0.0"
"Foleycity_al,"	"7590.0,0.0377,0.9623,31596.0,0.9171,0.0052,0.0517,0.026,0.0055,0.7449,0.2186,0.0,0.0464,0.4976,0.375,0.1274,0.0"
"ForestdaleCDP_al,"	"10509.0,0.0062,0.9938,43111.0,0.9671,0.0037,0.0131,0.0161,0.0035,0.5287,0.4592,0.0,0.0046,0.5462,0.3469,0.107,0.0"
"Forklandtown_al,"	"629.0,0.0043,0.9957,18698.0,0.9396,0.0,0.0528,0.0075,0.0,0.1065,0.8919,0.0,0.0,0.4345,0.4643,0.1012,0.0"
"FortDeposittown_al,"	"1270.0,0.0,1.0,20433.0,0.957,0.0,0.0387,0.0043,0.0,0.315,0.6819,0.0,0.0047,0.4537,0.4693,0.0769,0.0"
"FortPaynecity_al,"	"12938.0,0.0985,0.9015,33560.0,0.8887,0.0048,0.0873,0.018,0.0055,0.8322,0.0453,0.0012,0.1217,0.5757,0.3158,0.1085,0.0"
"FortRuckerCDP_al,"	"6052.0,0.0623,0.9377,missing,0.7357,0.0244,0.1519,0.0845,0.0205,0.6852,0.1813,0.0036,0.1168,0.7105,0.1822,0.1072,0.0"
"Franklintown_al,"	"149.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.4362,0.5638,0.0,0.0067,0.4953,0.4206,0.0841,0.0"
"FriscoCitytown_al,"	"1460.0,0.0065,0.9935,26176.0,0.9354,0.005,0.0265,0.0149,0.0041,0.5295,0.4356,0.0182,0.0116,0.5077,0.4296,0.0627,0.0"
"Fruithurstcity_al,"	"270.0,0.0256,0.9744,missing,0.9593,0.0,0.0163,0.0244,0.0,0.9963,0.0037,0.0,0.0074,0.4153,0.4234,0.1613,0.0"
"Fultondalecity_al,"	"6595.0,0.0289,0.9711,38006.0,0.9417,0.0172,0.0259,0.0152,0.0038,0.916,0.0534,0.0,0.0159,0.5398,0.3567,0.1035,0.0"
"Fultontown_al,"	"308.0,0.0068,0.9932,23750.0,0.9912,0.0,0.0,0.0088,0.0,0.8214,0.1786,0.0,0.0,0.5192,0.375,0.1058,0.0"
"Fyffetown_al,"	"971.0,0.0231,0.9769,missing,0.953,0.0,0.047,0.0,0.0031,0.9403,0.0093,0.0,0.0185,0.5417,0.3508,0.1075,0.0"
"Gadsdencity_al,"	"38978.0,0.0262,0.9738,24823.0,0.9493,0.0035,0.0347,0.0098,0.0053,0.6269,0.34,0.0027,0.0267,0.4408,0.4485,0.1108,0.0"
"Gainesvilletown_al,"	"220.0,0.0,1.0,missing,0.9759,0.0,0.0,0.0241,0.0,0.2273,0.7727,0.0,0.0,0.2941,0.5956,0.1103,0.0"
"Gantttown_al,"	"241.0,0.0192,0.9808,missing,0.9358,0.0183,0.0459,0.0,0.0,0.7593,0.2199,0.0,0.0083,0.4505,0.4505,0.099,0.0"
"GardenCitytown_al,"	"564.0,0.0037,0.9963,28000.0,0.9762,0.0,0.0238,0.0,0.0,0.9929,0.0,0.0,0.0089,0.4872,0.3921,0.1206,0.0"
"Gardendalecity_al,"	"11626.0,0.0178,0.9822,45786.0,0.95,0.0048,0.0186,0.0248,0.0053,0.9719,0.0148,0.0019,0.0065,0.5683,0.3242,0.1075,0.0"
"Gaylesvilletown_al,"	"140.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,0.9929,0.0,0.0,0.0,0.4554,0.5,0.0446,0.0"
"Geigertown_al,"	"161.0,0.0127,0.9873,17917.0,0.9623,0.0,0.0377,0.0,0.0,0.2981,0.7019,0.0,0.0,0.3438,0.5234,0.1328,0.0"
"Genevacity_al,"	"4388.0,0.0041,0.9959,22096.0,0.9607,0.0,0.0224,0.0168,0.0005,0.8412,0.1418,0.0,0.0109,0.4802,0.4427,0.0771,0.0"
"Georgianatown_al,"	"1737.0,0.0077,0.9923,17014.0,0.9693,0.0061,0.0107,0.0138,0.0,0.3736,0.6177,0.0,0.0035,0.3415,0.5452,0.1133,0.0"
"Geraldinetown_al,"	"786.0,0.0027,0.9973,24028.0,0.956,0.0,0.0293,0.0147,0.0,0.9796,0.0,0.0,0.0038,0.4585,0.4103,0.1312,0.0"
"Gilbertowntown_al,"	"187.0,0.0,1.0,missing,0.963,0.0,0.037,0.0,0.0,0.8663,0.107,0.0,0.0,0.5135,0.3986,0.0878,0.0"
"GlenAllentown_al,"	"442.0,0.0,1.0,missing,0.9502,0.0,0.0398,0.01,0.0068,0.8303,0.1561,0.0,0.0136,0.4745,0.3622,0.1633,0.0"
"Glencoecity_al,"	"5152.0,0.0059,0.9941,38385.0,0.9644,0.0,0.0263,0.0093,0.0017,0.9693,0.0173,0.0,0.0035,0.5044,0.3745,0.1211,0.0"
"Glenwoodtown_al,"	"191.0,0.0,1.0,missing,0.9157,0.0,0.0361,0.0482,0.0,0.6911,0.2984,0.0,0.0052,0.5468,0.3741,0.0791,0.0"
"Goldvilletown_al,"	"37.0,0.0,1.0,missing,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.55,0.15,0.3,0.0"
"GoodHopetown_al,"	"1966.0,0.002,0.998,missing,0.9823,0.0,0.0177,0.0,0.0015,0.9883,0.001,0.0,0.0112,0.5689,0.3366,0.0946,0.0"
"Goodwatercity_al,"	"1633.0,0.0049,0.9951,22188.0,0.9696,0.0032,0.0208,0.0032,0.0012,0.2566,0.733,0.0032,0.0055,0.4657,0.4402,0.0941,0.0"
"Gordontown_al,"	"408.0,0.0,1.0,missing,0.9781,0.0,0.0219,0.0,0.0025,0.2304,0.7402,0.0,0.0147,0.4237,0.4427,0.1336,0.0"
"Gordonvilletown_al,"	"318.0,0.0,1.0,missing,0.931,0.0,0.069,0.0,0.0,0.0377,0.9591,0.0,0.0126,0.3143,0.65,0.0357,0.0"
"Gordotown_al,"	"1677.0,0.0006,0.9994,23813.0,0.9514,0.0,0.0386,0.01,0.0,0.5891,0.4031,0.0,0.0125,0.4549,0.4367,0.1084,0.0"
"Goshentown_al,"	"300.0,0.0,1.0,24219.0,1.0,0.0,0.0,0.0,0.0,0.6767,0.2933,0.0,0.0,0.5404,0.3362,0.1234,0.0"
"GrandBayCDP_al,"	"3918.0,0.0093,0.9907,38941.0,0.9632,0.0057,0.0234,0.0078,0.0079,0.89,0.0888,0.0,0.0087,0.5412,0.3765,0.0824,0.0"
"Granttown_al,"	"665.0,0.0,1.0,37188.0,0.9819,0.0,0.0072,0.0109,0.0015,0.9654,0.006,0.0,0.003,0.6139,0.2606,0.1255,0.0"
"GraysonValleyCDP_al,"	"5447.0,0.0117,0.9883,50691.0,0.949,0.0081,0.0138,0.029,0.0057,0.9457,0.0356,0.0,0.007,0.6782,0.1784,0.1434,0.0"
"Graysvillecity_al,"	"2344.0,0.0084,0.9916,30994.0,0.9347,0.0188,0.0388,0.0078,0.0034,0.7526,0.2312,0.0,0.0047,0.5061,0.4031,0.0909,0.0"
"Greensborocity_al,"	"2731.0,0.0025,0.9975,22930.0,0.9518,0.0,0.0315,0.0167,0.0,0.383,0.6089,0.0,0.0088,0.4057,0.4973,0.0969,0.0"
"Greenvillecity_al,"	"7228.0,0.0045,0.9955,22106.0,0.9445,0.0052,0.0318,0.0164,0.0036,0.5069,0.4831,0.0021,0.0086,0.4224,0.4622,0.1154,0.0"
"Grimestown_al,"	"459.0,0.0108,0.9892,28839.0,0.963,0.0,0.0265,0.0106,0.0022,0.6078,0.3638,0.0,0.0065,0.6026,0.2842,0.1132,0.0"
"GroveHilltown_al,"	"1438.0,0.0014,0.9986,31012.0,0.9455,0.0053,0.0264,0.0228,0.0,0.6196,0.3727,0.0,0.0035,0.4747,0.397,0.1283,0.0"
"Gu-Wintown_al,"	"204.0,0.0,1.0,missing,0.9506,0.0,0.0494,0.0,0.0,1.0,0.0,0.0,0.0294,0.4188,0.4625,0.1187,0.0"
"Guincity_al,"	"2389.0,0.0129,0.9871,26618.0,0.9658,0.0068,0.0245,0.0029,0.0008,0.8669,0.1185,0.0,0.0054,0.4781,0.4275,0.0943,0.0"
"GulfShorescity_al,"	"5044.0,0.043,0.957,41826.0,0.937,0.0,0.0232,0.0397,0.003,0.9754,0.0022,0.0,0.0123,0.5013,0.3667,0.132,0.0"
"Guntersvillecity_al,"	"7395.0,0.0065,0.9935,29882.0,0.9427,0.003,0.0418,0.0125,0.0041,0.8817,0.0853,0.0,0.0287,0.4729,0.4117,0.1154,0.0"
"Gurleytown_al,"	"876.0,0.0079,0.9921,23831.0,0.9331,0.0,0.0334,0.0195,0.0034,0.8185,0.1541,0.0139,0.0205,0.4926,0.3932,0.1142,0.0"
"Hackleburgtown_al,"	"1527.0,0.002,0.998,26075.0,0.979,0.0,0.018,0.003,0.0,0.9921,0.0013,0.0,0.0026,0.5074,0.382,0.1106,0.0"
"Haleburgtown_al,"	"108.0,0.0,1.0,25500.0,1.0,0.0,0.0,0.0,0.0,0.7778,0.1852,0.0,0.0093,0.3704,0.6049,0.0247,0.0"
"Haleyvillecity_al,"	"4182.0,0.0242,0.9758,24907.0,0.9755,0.006,0.0185,0.0,0.0012,0.9481,0.0148,0.0,0.0311,0.4834,0.4116,0.105,0.0"
"Hamiltoncity_al,"	"6786.0,0.0021,0.9979,27489.0,0.9575,0.0033,0.0299,0.0092,0.0049,0.9041,0.0759,0.0,0.0171,0.5083,0.4044,0.0873,0.0"
"Hammondvilletown_al,"	"486.0,0.0021,0.9979,33056.0,0.9355,0.0,0.0376,0.0269,0.0041,0.9527,0.0165,0.0,0.0267,0.5972,0.2732,0.1296,0.0"
"Hancevillecity_al,"	"2951.0,0.0288,0.9712,26351.0,0.9428,0.0,0.0494,0.0035,0.0007,0.9309,0.0461,0.0043,0.023,0.4359,0.4372,0.1269,0.0"
"Harpersvilletown_al,"	"1620.0,0.0024,0.9976,31655.0,0.9666,0.0,0.0317,0.0017,0.0068,0.6957,0.287,0.0,0.0062,0.4969,0.3826,0.1205,0.0"
"Hartfordcity_al,"	"2369.0,0.0047,0.9953,23324.0,0.9826,0.0,0.0174,0.0,0.0,0.7911,0.1963,0.0,0.0169,0.4295,0.4573,0.1131,0.0"
"Hartsellecity_al,"	"12019.0,0.0153,0.9847,40461.0,0.9651,0.0027,0.0264,0.0048,0.0031,0.9225,0.0516,0.001,0.0129,0.5499,0.3241,0.126,0.0"
"HarvestCDP_al,"	"3054.0,0.0074,0.9926,missing,0.952,0.0103,0.0376,0.0,0.0111,0.7656,0.1876,0.0,0.0098,0.5929,0.2741,0.133,0.0"
"Haydentown_al,"	"470.0,0.0043,0.9957,31484.0,0.9695,0.0051,0.0254,0.0,0.0043,0.9191,0.066,0.0,0.0021,0.5156,0.3909,0.0935,0.0"
"Haynevilletown_al,"	"1177.0,0.0026,0.9974,19554.0,0.9618,0.0072,0.0239,0.0072,0.0017,0.1342,0.8547,0.0,0.0034,0.4142,0.4912,0.0945,0.0"
"HazelGreenCDP_al,"	"3805.0,0.0164,0.9836,missing,0.9495,0.0061,0.0092,0.0207,0.005,0.9356,0.0265,0.0145,0.0176,0.5926,0.2835,0.124,0.0"
"Headlandcity_al,"	"3523.0,0.0104,0.9896,34388.0,0.954,0.012,0.0227,0.0113,0.0009,0.6753,0.3128,0.0,0.002,0.5475,0.3455,0.107,0.0"
"Heathtown_al,"	"249.0,0.0092,0.9908,missing,0.9912,0.0,0.0088,0.0,0.0,0.8835,0.0924,0.0,0.0321,0.4535,0.4186,0.1279,0.0"
"Heflincity_al,"	"3002.0,0.0141,0.9859,28398.0,0.9533,0.0,0.0419,0.0048,0.0033,0.8588,0.1183,0.0,0.0193,0.4937,0.3918,0.1145,0.0"
"Helenacity_al,"	"10296.0,0.0148,0.9852,missing,0.9544,0.0048,0.0229,0.0179,0.0065,0.9325,0.05,0.0,0.01,0.6937,0.1571,0.1492,0.0"
"Henagartown_al,"	"2400.0,0.0,1.0,29777.0,0.9611,0.0032,0.0242,0.0116,0.0004,0.9646,0.0,0.0,0.0071,0.5436,0.3555,0.101,0.0"
"HighlandLaketown_al,"	"408.0,0.0162,0.9838,missing,0.8854,0.0,0.0382,0.0764,0.0074,0.973,0.0025,0.0,0.0074,0.5815,0.3355,0.0831,0.0"
"Hillsborotown_al,"	"608.0,0.0,1.0,missing,0.9314,0.0,0.049,0.0196,0.0,0.1464,0.8224,0.0,0.0099,0.6263,0.306,0.0678,0.0"
"HobsonCitytown_al,"	"878.0,0.0031,0.9969,17589.0,1.0,0.0,0.0,0.0,0.0,0.0615,0.9271,0.0,0.0057,0.4143,0.4157,0.1699,0.0"
"Hodgestown_al,"	"261.0,0.0034,0.9966,missing,0.951,0.0,0.0294,0.0196,0.0,1.0,0.0,0.0,0.0,0.491,0.3739,0.1351,0.0"
"HokesBluffcity_al,"	"4149.0,0.0063,0.9937,37923.0,0.9693,0.0059,0.016,0.0089,0.0007,0.9899,0.001,0.0,0.0046,0.5366,0.3446,0.1188,0.0"
"HollyPondtown_al,"	"645.0,0.0174,0.9826,28182.0,0.9395,0.0081,0.0444,0.0081,0.0016,0.9767,0.0,0.0,0.0341,0.5759,0.3098,0.1143,0.0"
"Hollywoodtown_al,"	"950.0,0.0079,0.9921,27500.0,0.9586,0.0,0.0331,0.0083,0.0,0.8063,0.1632,0.0,0.0042,0.5622,0.3247,0.113,0.0"
"HoltCDP_al,"	"4103.0,0.0076,0.9924,27273.0,0.9623,0.0031,0.0136,0.021,0.0002,0.5167,0.4704,0.0,0.0149,0.4974,0.3912,0.1114,0.0"
"Homewoodcity_al,"	"25043.0,0.0637,0.9363,45431.0,0.8924,0.0172,0.0355,0.0359,0.0257,0.7975,0.153,0.0189,0.028,0.5861,0.2187,0.1951,0.0"
"Hoovercity_al,"	"62742.0,0.0636,0.9364,61982.0,0.904,0.0173,0.0416,0.0288,0.0289,0.8766,0.0677,0.0083,0.0379,0.6225,0.2414,0.1361,0.0"
"HornHilltown_al,"	"235.0,0.0,1.0,missing,0.9485,0.0,0.0309,0.0206,0.0,0.9702,0.017,0.0,0.0043,0.497,0.4061,0.097,0.0"
"Hueytowncity_al,"	"15364.0,0.0046,0.9954,41225.0,0.9739,0.0,0.0119,0.0115,0.0013,0.8381,0.1549,0.0027,0.0047,0.5544,0.3359,0.1098,0.0"
"HuguleyCDP_al,"	"2953.0,0.0074,0.9926,28475.0,0.9331,0.0,0.0375,0.0294,0.0007,0.7376,0.2516,0.0,0.0102,0.5308,0.3613,0.1079,0.0"
"Huntsvillecity_al,"	"158216.0,0.0493,0.9507,41074.0,0.916,0.0159,0.0288,0.0336,0.0222,0.6447,0.3021,0.0057,0.0204,0.5594,0.296,0.1446,0.0"
"Hurtsborotown_al,"	"592.0,0.0,1.0,16691.0,0.9763,0.0,0.0203,0.0,0.0,0.2939,0.7027,0.0034,0.0017,0.3962,0.5297,0.0742,0.0"
"Hytoptown_al,"	"315.0,0.0,1.0,missing,0.9703,0.0,0.0297,0.0,0.0,0.9619,0.0,0.0,0.0032,0.6479,0.2347,0.1174,0.0"
"Idertown_al,"	"664.0,0.0092,0.9908,missing,0.9619,0.0,0.0104,0.0277,0.0,0.9639,0.0,0.0,0.006,0.5219,0.3943,0.0838,0.0"
"IndianSpringsVilla_al,"	"2225.0,0.0162,0.9838,missing,0.9614,0.0026,0.027,0.0039,0.009,0.9811,0.0009,0.0051,0.0013,0.574,0.277,0.1491,0.0"
"Irondalecity_al,"	"9813.0,0.0437,0.9563,46203.0,0.9324,0.0025,0.0333,0.0285,0.0095,0.7169,0.2528,0.0033,0.0268,0.5672,0.2861,0.1467,0.0"
"Jacksoncity_al,"	"5419.0,0.0103,0.9897,34806.0,0.9447,0.0046,0.0302,0.0206,0.0037,0.6042,0.3849,0.0,0.0065,0.4643,0.4409,0.0948,0.0"
"Jacksons'Gaptown_al,"	"761.0,0.0153,0.9847,23026.0,0.9395,0.0064,0.0414,0.0127,0.0026,0.6965,0.2904,0.0,0.0039,0.5673,0.3918,0.0409,0.0"
"Jacksonvillecity_al,"	"8404.0,0.0202,0.9798,missing,0.947,0.0167,0.0092,0.0271,0.0129,0.762,0.2018,0.0,0.0187,0.4085,0.308,0.2835,0.0"
"Jaspercity_al,"	"14052.0,0.0129,0.9871,33044.0,0.9503,0.0017,0.0347,0.0132,0.0053,0.8415,0.1398,0.0,0.0135,0.4713,0.415,0.1137,0.0"
"Jemisontown_al,"	"2248.0,0.0308,0.9692,33250.0,0.9479,0.0,0.0438,0.0083,0.0018,0.7754,0.1948,0.0,0.0294,0.5382,0.3707,0.0911,0.0"
"Kansastown_al,"	"260.0,0.0,1.0,23021.0,0.9541,0.0,0.0459,0.0,0.0038,0.9923,0.0,0.0,0.0,0.45,0.47,0.08,0.0"
"Kennedytown_al,"	"541.0,0.0038,0.9962,missing,0.9815,0.0,0.0185,0.0,0.0,0.854,0.1368,0.0,0.0018,0.4939,0.423,0.0831,0.0"
"Killentown_al,"	"1119.0,0.0069,0.9931,missing,0.9675,0.0,0.007,0.0186,0.0045,0.9526,0.0223,0.007,0.0259,0.5539,0.3031,0.143,0.0"
"Kimberlytown_al,"	"1801.0,0.0091,0.9909,46343.0,0.9709,0.0016,0.0258,0.0016,0.0017,0.9578,0.0161,0.0,0.0117,0.6268,0.2684,0.1047,0.0"
"Kinseytown_al,"	"1796.0,0.0078,0.9922,27578.0,0.9547,0.0099,0.0297,0.0057,0.0033,0.5807,0.4048,0.0,0.0122,0.6143,0.3009,0.0848,0.0"
"Kinstontown_al,"	"602.0,0.0099,0.9901,30875.0,0.9558,0.0161,0.0281,0.0,0.0017,0.9352,0.0017,0.0,0.0033,0.4913,0.4156,0.0931,0.0"
"LaFayettecity_al,"	"3234.0,0.0031,0.9969,22768.0,0.9587,0.0,0.0211,0.0202,0.0015,0.3207,0.6729,0.0,0.0071,0.389,0.5212,0.0898,0.0"
"LadoniaCDP_al,"	"3229.0,0.0212,0.9788,missing,0.9336,0.0065,0.0356,0.0243,0.0022,0.9182,0.0523,0.0,0.0146,0.5571,0.3521,0.0908,0.0"
"LakePurdyCDP_al,"	"5799.0,0.0541,0.9459,54349.0,0.9066,0.026,0.0191,0.0422,0.0414,0.8662,0.0778,0.0061,0.0343,0.7624,0.1282,0.1093,0.0"
"LakeViewtown_al,"	"1357.0,0.0107,0.9893,54879.0,0.9528,0.0,0.0267,0.0205,0.0022,0.9735,0.0081,0.0,0.0022,0.6649,0.2394,0.0958,0.0"
"Lakeviewtown_al,"	"163.0,0.0123,0.9877,missing,0.9394,0.0,0.0606,0.0,0.0,0.9509,0.0,0.0,0.0,0.5259,0.363,0.1111,0.0"
"Lanettcity_al,"	"7897.0,0.0148,0.9852,26197.0,0.9604,0.0,0.0241,0.0155,0.0022,0.4536,0.5358,0.0,0.008,0.5068,0.3899,0.1033,0.0"
"Langstontown_al,"	"254.0,0.0,1.0,33333.0,1.0,0.0,0.0,0.0,0.0,0.9409,0.0315,0.0,0.0,0.4944,0.4611,0.0444,0.0"
"Leedscity_al,"	"10455.0,0.0107,0.9893,37420.0,0.956,0.0027,0.0297,0.0116,0.0048,0.8198,0.1591,0.0,0.0134,0.5775,0.3165,0.106,0.0"
"Leesburgtown_al,"	"799.0,0.0,1.0,34779.0,0.9553,0.0,0.0351,0.0096,0.0025,0.9912,0.0,0.0,0.0038,0.5388,0.3657,0.0955,0.0"
"Leightontown_al,"	"849.0,0.0186,0.9814,20500.0,0.9344,0.0,0.0492,0.0164,0.0,0.4441,0.5512,0.0,0.0094,0.3853,0.5137,0.101,0.0"
"Lestertown_al,"	"107.0,0.0,1.0,missing,0.9231,0.0,0.0,0.0769,0.0,1.0,0.0,0.0,0.0,0.6753,0.2857,0.039,0.0"
"LevelPlainstown_al,"	"1544.0,0.0657,0.9343,38269.0,0.872,0.0341,0.041,0.0495,0.0207,0.7986,0.1347,0.0034,0.0304,0.561,0.316,0.1229,0.0"
"Lexingtontown_al,"	"840.0,0.0048,0.9952,31736.0,0.9859,0.0,0.0085,0.0056,0.0,0.9929,0.0,0.0,0.0036,0.5117,0.3523,0.136,0.0"
"Libertyvilletown_al,"	"106.0,0.0,1.0,missing,0.9362,0.0,0.0638,0.0,0.0377,0.9151,0.0,0.0,0.0094,0.5301,0.3614,0.1084,0.0"
"Lincolncity_al,"	"4577.0,0.0069,0.9931,34053.0,0.914,0.0035,0.039,0.0436,0.0007,0.719,0.2705,0.0,0.007,0.5454,0.3739,0.0807,0.0"
"Lindencity_al,"	"2424.0,0.0104,0.9896,22303.0,0.942,0.0052,0.0362,0.0124,0.0033,0.5243,0.462,0.0041,0.0107,0.4012,0.4922,0.1066,0.0"
"Linevillecity_al,"	"2401.0,0.0092,0.9908,23468.0,0.9573,0.0,0.0262,0.0165,0.0017,0.6022,0.3778,0.0,0.0262,0.4522,0.4446,0.1032,0.0"
"Lipscombcity_al,"	"2458.0,0.0221,0.9779,30865.0,0.8979,0.0255,0.058,0.0186,0.0004,0.3255,0.6558,0.0,0.0224,0.5418,0.3812,0.077,0.0"
"Lismantown_al,"	"653.0,0.0,1.0,20333.0,0.9628,0.0041,0.0248,0.0083,0.0,0.072,0.9142,0.0,0.0015,0.4214,0.4432,0.1354,0.0"
"Littlevilletown_al,"	"978.0,0.0021,0.9979,32583.0,0.9711,0.0026,0.0262,0.0,0.0,0.9857,0.0,0.0,0.0082,0.5174,0.3432,0.1394,0.0"
"Livingstoncity_al,"	"3297.0,0.0024,0.9976,13516.0,0.9599,0.0022,0.0304,0.0074,0.0018,0.3782,0.6078,0.0,0.0143,0.3946,0.424,0.1814,0.0"
"Loachapokatown_al,"	"165.0,0.0073,0.9927,missing,0.9636,0.0182,0.0182,0.0,0.0061,0.3818,0.6121,0.0,0.0061,0.4865,0.4054,0.1081,0.0"
"Lockharttown_al,"	"548.0,0.0073,0.9927,missing,0.9571,0.0,0.0429,0.0,0.0,0.7482,0.2391,0.0,0.0219,0.4941,0.4075,0.0984,0.0"
"LocustForktown_al,"	"1016.0,0.0038,0.9962,39333.0,0.9534,0.0,0.0337,0.0078,0.0,0.9892,0.0,0.0052,0.0049,0.5121,0.3796,0.1083,0.0"
"Louisvilletown_al,"	"612.0,0.0711,0.9289,20859.0,0.9537,0.0,0.0463,0.0,0.0,0.5294,0.4069,0.0,0.0637,0.4074,0.4912,0.1014,0.0"
"Lowndesborotown_al,"	"140.0,0.0114,0.9886,missing,0.9878,0.0,0.0122,0.0,0.0,0.7143,0.25,0.0,0.0357,0.3741,0.5252,0.1007,0.0"
"Loxleytown_al,"	"1348.0,0.0185,0.9815,missing,0.949,0.0,0.0316,0.0158,0.0052,0.9058,0.0534,0.0035,0.0289,0.5616,0.3262,0.1121,0.0"
"Luvernecity_al,"	"2635.0,0.008,0.992,22457.0,0.9581,0.0,0.0192,0.0227,0.0015,0.7025,0.2843,0.0,0.0068,0.4365,0.4767,0.0868,0.0"
"Lynntown_al,"	"597.0,0.0053,0.9947,26125.0,0.9644,0.0,0.0237,0.0119,0.0017,0.9832,0.0017,0.0,0.0,0.5034,0.4206,0.0761,0.0"
"Macedoniatown_al,"	"291.0,0.0058,0.9942,missing,0.9558,0.0,0.0442,0.0,0.0,0.0653,0.9175,0.0,0.0,0.5504,0.3908,0.0588,0.0"
"Madisoncity_al,"	"29329.0,0.0561,0.9439,63849.0,0.893,0.0235,0.0346,0.0406,0.0351,0.8015,0.13,0.0083,0.023,0.6697,0.187,0.1433,0.0"
"Madridtown_al,"	"303.0,0.0064,0.9936,missing,0.9542,0.0305,0.0153,0.0,0.0033,0.8284,0.1617,0.0,0.0,0.4631,0.4057,0.1311,0.0"
"Malverntown_al,"	"1215.0,0.0115,0.9885,missing,0.9554,0.0,0.0365,0.0081,0.0025,0.9457,0.0222,0.0,0.0132,0.574,0.3097,0.1163,0.0"
"Maplesvilletown_al,"	"672.0,0.0015,0.9985,missing,0.9676,0.0,0.0252,0.0072,0.0,0.6994,0.2961,0.0,0.0089,0.4981,0.4,0.1019,0.0"
"Margarettown_al,"	"1169.0,0.0,1.0,30147.0,0.9563,0.0109,0.0328,0.0,0.0034,0.6518,0.3259,0.0,0.0,0.6759,0.2468,0.0772,0.0"
"Marioncity_al,"	"3511.0,0.0035,0.9965,24330.0,0.9721,0.0,0.0148,0.0131,0.0009,0.3626,0.6246,0.0,0.0097,0.3699,0.4654,0.1647,0.0"
"Maytowntown_al,"	"435.0,0.0041,0.9959,missing,0.8862,0.0,0.018,0.0958,0.0023,0.7931,0.1908,0.0,0.0,0.5091,0.4104,0.0805,0.0"
"McDonaldChapelCDP_al,"	"1054.0,0.0265,0.9735,missing,0.9794,0.0069,0.0,0.0137,0.0266,0.666,0.296,0.0,0.0057,0.3937,0.5669,0.0394,0.0"
"McIntoshtown_al,"	"244.0,0.0408,0.9592,28214.0,0.9333,0.0,0.0111,0.0,0.0,0.5533,0.4303,0.0556,0.0041,0.5189,0.3784,0.1027,0.0"
"McKenzietown_al,"	"644.0,0.0,1.0,18173.0,0.9512,0.0,0.0418,0.007,0.0016,0.7609,0.2252,0.0,0.0031,0.3831,0.5268,0.09,0.0"
"McMullentown_al,"	"66.0,0.0,1.0,missing,0.9643,0.0,0.0357,0.0,0.0,0.0,1.0,0.0,0.0,0.2456,0.6316,0.1228,0.0"
"MeadowbrookCDP_al,"	"4697.0,0.0044,0.9956,83715.0,0.9813,0.0,0.015,0.0037,0.0209,0.9429,0.0287,0.0,0.0066,0.5944,0.2568,0.1488,0.0"
