"Gaylesvilletown_al,"	"0.0,1.0,0.0,1.0,0.0,0.8125,0.1875,0.0,0.0357,0.0"
"Geigertown_al,"	"0.0127,17917.0,17917.0,0.9873,0.0,0.9623,0.0,0.6953,0.2422,0.0,0.1016,0.0377"
"Genevacity_al,"	"0.0041,22096.0,22096.0,0.9959,0.0,0.9607,0.0168,0.8233,0.1462,0.0,0.0518,0.0224"
"Georgianatown_al,"	"0.0077,17014.0,17014.0,0.9923,0.0061,0.9693,0.0138,0.7765,0.1902,0.0,0.0618,0.0107"
"Geraldinetown_al,"	"0.0027,24028.0,24028.0,0.9973,0.0,0.956,0.0147,0.8206,0.1545,0.0,0.0465,0.0293"
"Gilbertowntown_al,"	"0.0,1.0,0.0,0.963,0.0,0.8784,0.0946,0.0,0.0541,0.037"
"GlenAllentown_al,"	"0.0,1.0,0.0,0.9502,0.01,0.8214,0.1454,0.0,0.0485,0.0398"
"Glencoecity_al,"	"0.0954,0.0017,0.0059,38385.0,38385.0,0.5334,0.1853,0.9941,0.0,0.9644,0.0093,0.8294,0.1361,0.0,0.0517,0.0263"
"Glenwoodtown_al,"	"0.0,1.0,0.0,0.9157,0.0482,0.8849,0.0863,0.0,0.0647,0.0361"
"Goldvilletown_al,"	"0.0,1.0,0.0,1.0,0.0,0.8,0.0,0.0,0.3,0.0"
"GoodHopetown_al,"	"0.002,0.998,0.0,0.9823,0.0,0.8526,0.119,0.0,0.056,0.0177"
"Goodwatercity_al,"	"0.0049,22188.0,22188.0,0.9951,0.0032,0.9696,0.0032,0.7823,0.185,0.0032,0.0431,0.0208"
"Gordontown_al,"	"0.0,1.0,0.0,0.9781,0.0,0.8053,0.1718,0.0,0.0382,0.0219"
"Gordonvilletown_al,"	"0.0,1.0,0.0,0.931,0.0,0.6571,0.3357,0.0,0.0071,0.069"
"Gordotown_al,"	"0.0644,0.0045,0.0006,23813.0,23813.0,0.5422,0.2466,0.9994,0.0,0.9514,0.01,0.8085,0.1653,0.0,0.0609,0.0386"
"Goshentown_al,"	"0.0,24219.0,24219.0,1.0,0.0,1.0,0.0,0.8596,0.1149,0.0,0.034,0.0"
