population,foreign,native,hh_income,pct_english,pct_asian_lang,pct_spanish,pct_euro,pct_asian,pct_white,pct_black,pct_other,pct_hispanic,pct_full_time,pct_no_work,pct_part_time,pct_urban"
19525.8885,0.0232,0.0232,12064.7770,0.0389,0.0112,0.0312,0.0158,0.0158,0.2552,0.2591,0.0037,0.0296,0.0826,0.0900,0.0373,0.0000
